,Unnamed: 0,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Employment Labor Force,Poverty Rate,Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude,Employment_PCT,Recommended,Another_Store_Present
8013,8013,12979,2472.0,42.2,60139.0,31712.0,296.0,1300.0,11.97411003236246,,,,,,,,,,,,,,52.58899676375405,Y,0
8015,8015,12981,2497.0,40.6,55923.0,28868.0,158.0,1208.0,6.327593111734082,,,,,,,,,,,,,,48.37805366439728,Y,0
8016,8016,12983,7881.0,46.1,47329.0,29090.0,1109.0,4240.0,14.07181829717041,,,,,,,,,,,,,,53.80027915239183,Y,0
8017,8017,12985,1069.0,38.8,42917.0,21785.0,197.0,547.0,18.42843779232928,,,,,,,,,,,,,,51.16931711880262,Y,0
8018,8018,12986,6120.0,39.3,55221.0,25917.0,808.0,2931.0,13.202614379084967,,,,,,,,,,,,,,47.8921568627451,Y,0
8020,8020,12989,1069.0,45.9,55417.0,31512.0,83.0,537.0,7.764265668849393,,,,,,,,,,,,,,50.233863423760525,Y,0
8021,8021,12992,4612.0,44.0,52888.0,24956.0,765.0,2603.0,16.587163920208152,,,,,,,,,,,,,,56.43972246313964,Y,0
8022,8022,12993,1691.0,48.1,44000.0,23579.0,224.0,980.0,13.246599645180366,,,,,,,,,,,,,,57.9538734476641,Y,0
8024,8024,12997,1205.0,43.6,53158.0,26794.0,113.0,697.0,9.377593360995851,,,,,,,,,,,,,,57.84232365145228,Y,0
8027,8027,13021,39208.0,41.6,46296.0,25873.0,5561.0,20450.0,14.183329932666805,,,,,,,,,,,,,,52.15772291369108,Y,0
8029,8029,13026,1707.0,35.3,71359.0,27166.0,96.0,944.0,5.62390158172232,,,,,,,,,,,,,,55.301698886936144,Y,0
8030,8030,13027,31466.0,43.5,67225.0,35186.0,2261.0,16660.0,7.185533591813386,,,,,,,,,,,,,,52.94603699230916,Y,0
8031,8031,13028,1400.0,40.8,40592.0,25220.0,103.0,769.0,7.357142857142858,,,,,,,,,,,,,,54.92857142857143,Y,0
8032,8032,13029,7205.0,37.0,68010.0,29595.0,624.0,4023.0,8.660652324774464,,,,,,,,,,,,,,55.83622484385843,Y,0
8033,8033,13030,3259.0,46.6,55938.0,27417.0,155.0,1851.0,4.756060141147591,,,,,,,,,,,,,,56.79656336299478,Y,0
8034,8034,13031,15120.0,44.4,69877.0,35266.0,868.0,8388.0,5.7407407407407405,,,,,,,,,,,,,,55.476190476190474,Y,0
8036,8036,13033,4432.0,37.8,56292.0,24997.0,492.0,2302.0,11.101083032490973,,,,,,,,,,,,,,51.94043321299639,Y,0
8037,8037,13034,1885.0,46.2,58466.0,29942.0,117.0,1026.0,6.206896551724138,,,,,,,,,,,,,,54.42970822281167,Y,0
8039,8039,13036,8643.0,41.1,56056.0,24416.0,924.0,4409.0,10.690732384588683,,,,,,,,,,,,,,51.01237996066181,Y,0
8040,8040,13037,8611.0,40.8,62214.0,27428.0,860.0,4436.0,9.987225641621182,,,,,,,,,,,,,,51.51550342585065,Y,0
8042,8042,13040,2415.0,42.4,46250.0,23478.0,287.0,1269.0,11.884057971014492,,,,,,,,,,,,,,52.546583850931675,Y,0
8044,8044,13042,2149.0,46.0,52788.0,24808.0,372.0,1101.0,17.31037691949744,,,,,,,,,,,,,,51.233131689157744,Y,0
8045,8045,13044,2482.0,43.0,59286.0,24715.0,243.0,1402.0,9.790491539081383,,,,,,,,,,,,,,56.48670427074939,Y,0
8048,8048,13052,1666.0,45.1,52546.0,25180.0,189.0,831.0,11.344537815126053,,,,,,,,,,,,,,49.87995198079232,Y,0
8049,8049,13053,3997.0,42.9,60799.0,31478.0,315.0,2145.0,7.880910683012259,,,,,,,,,,,,,,53.665248936702525,Y,0
8051,8051,13057,15196.0,44.6,55705.0,27708.0,1237.0,8186.0,8.140300078968151,,,,,,,,,,,,,,53.869439326138455,Y,0
8052,8052,13060,2418.0,46.8,54481.0,27988.0,213.0,1300.0,8.808933002481389,,,,,,,,,,,,,,53.763440860215056,Y,0
8053,8053,13061,1213.0,48.1,66250.0,32218.0,138.0,629.0,11.376751854905196,,,,,,,,,,,,,,51.854905193734545,Y,0
8055,8055,13063,2000.0,40.7,76618.0,29949.0,24.0,1132.0,1.2,,,,,,,,,,,,,,56.6,Y,0
8058,8058,13068,5693.0,44.0,66480.0,30384.0,440.0,3234.0,7.728789741788161,,,,,,,,,,,,,,56.80660460214298,Y,0
8059,8059,13069,24791.0,39.2,43312.0,22201.0,4925.0,11734.0,19.86608043241499,,,,,,,,,,,,,,47.33169295308782,Y,0
8060,8060,13071,889.0,45.4,64191.0,27300.0,79.0,494.0,8.88638920134983,,,,,,,,,,,,,,55.56805399325084,Y,0
8062,8062,13073,6382.0,41.0,50561.0,24679.0,768.0,3536.0,12.033845189595738,,,,,,,,,,,,,,55.40582889376371,Y,0
8063,8063,13074,4519.0,39.9,49198.0,21472.0,584.0,2362.0,12.923213100243414,,,,,,,,,,,,,,52.26820092940916,Y,0
8064,8064,13076,2465.0,41.2,61250.0,24201.0,291.0,1515.0,11.8052738336714,,,,,,,,,,,,,,61.4604462474645,Y,0
8065,8065,13077,6530.0,43.6,55933.0,28865.0,531.0,3741.0,8.131699846860643,,,,,,,,,,,,,,57.289433384379784,Y,0
8066,8066,13078,10314.0,45.4,83355.0,42397.0,408.0,4965.0,3.9557882489819662,,,,,,,,,,,,,,48.138452588714365,Y,0
8067,8067,13080,3924.0,40.3,72782.0,26627.0,354.0,2159.0,9.021406727828746,,,,,,,,,,,,,,55.0203873598369,Y,0
8068,8068,13081,1175.0,47.1,52054.0,28327.0,159.0,619.0,13.531914893617019,,,,,,,,,,,,,,52.680851063829785,Y,0
8069,8069,13082,4535.0,47.3,59460.0,28874.0,415.0,2343.0,9.151047409040793,,,,,,,,,,,,,,51.66482910694597,Y,0
8070,8070,13083,1662.0,41.8,43690.0,22832.0,264.0,819.0,15.884476534296025,,,,,,,,,,,,,,49.27797833935018,Y,0
8071,8071,13084,4428.0,42.9,65617.0,29815.0,200.0,2361.0,4.5167118337850045,,,,,,,,,,,,,,53.31978319783198,Y,0
8073,8073,13088,21912.0,45.2,53395.0,29910.0,1711.0,11861.0,7.808506754289888,,,,,,,,,,,,,,54.130156991602774,Y,0
8075,8075,13092,2889.0,39.9,66213.0,25345.0,296.0,1483.0,10.245759778470061,,,,,,,,,,,,,,51.33264105226722,Y,0
8076,8076,13101,2605.0,40.7,57279.0,23818.0,288.0,1419.0,11.055662188099806,,,,,,,,,,,,,,54.4721689059501,Y,0
8080,8080,13108,6385.0,44.4,81149.0,37138.0,325.0,3485.0,5.090054815974941,,,,,,,,,,,,,,54.58104933437745,Y,0
8081,8081,13110,2348.0,45.8,63696.0,31768.0,72.0,1327.0,3.0664395229982966,,,,,,,,,,,,,,56.51618398637138,Y,0
8083,8083,13112,1944.0,40.4,65313.0,28860.0,222.0,1136.0,11.419753086419751,,,,,,,,,,,,,,58.43621399176955,Y,0
8084,8084,13113,292.0,39.2,59375.0,22862.0,27.0,176.0,9.246575342465754,,,,,,,,,,,,,,60.273972602739725,Y,0
8085,8085,13114,6695.0,39.6,50850.0,23418.0,1128.0,3098.0,16.84839432412248,,,,,,,,,,,,,,46.273338312173266,Y,0
8087,8087,13116,3470.0,42.7,62926.0,33394.0,130.0,2147.0,3.746397694524496,,,,,,,,,,,,,,61.873198847262245,Y,0
8090,8090,13120,2189.0,37.6,50417.0,22147.0,271.0,1071.0,12.38008222932846,,,,,,,,,,,,,,48.92645043398812,Y,0
8093,8093,13124,104.0,43.0,46875.0,29946.0,9.0,72.0,8.653846153846152,,,,,,,,,,,,,,69.23076923076923,Y,0
8094,8094,13126,37440.0,34.7,48062.0,23426.0,6274.0,18422.0,16.757478632478634,,,,,,,,,,,,,,49.20405982905983,Y,0
8096,8096,13132,3441.0,45.7,59577.0,27956.0,375.0,2054.0,10.89799476896251,,,,,,,,,,,,,,59.69195001453066,Y,0
8098,8098,13135,6932.0,41.9,53919.0,26659.0,868.0,3623.0,12.521638776687825,,,,,,,,,,,,,,52.26485862665897,Y,0
8101,8101,13140,4178.0,41.8,44646.0,22445.0,578.0,2225.0,13.834370512206798,,,,,,,,,,,,,,53.25514600287219,Y,0
8108,8108,13147,1638.0,34.0,80139.0,27179.0,128.0,970.0,7.814407814407813,,,,,,,,,,,,,,59.21855921855922,Y,0
8109,8109,13148,10716.0,41.5,45591.0,24751.0,1421.0,5171.0,13.260544979469952,,,,,,,,,,,,,,48.25494587532661,Y,0
8110,8110,13152,8175.0,49.9,86378.0,51806.0,373.0,3981.0,4.562691131498472,,,,,,,,,,,,,,48.69724770642202,Y,0
8115,8115,13158,1737.0,41.0,51188.0,20797.0,185.0,839.0,10.650546919976973,,,,,,,,,,,,,,48.30166954519286,Y,0
8116,8116,13159,5384.0,43.5,71893.0,33846.0,191.0,2941.0,3.547548291233284,,,,,,,,,,,,,,54.62481426448737,Y,0
8117,8117,13160,1960.0,40.8,63167.0,24653.0,148.0,1067.0,7.551020408163265,,,,,,,,,,,,,,54.43877551020408,Y,0
8118,8118,13162,530.0,44.6,78750.0,30326.0,0.0,284.0,0.0,,,,,,,,,,,,,,53.58490566037736,Y,0
8119,8119,13163,334.0,47.8,66500.0,30586.0,30.0,169.0,8.982035928143713,,,,,,,,,,,,,,50.59880239520958,Y,0
8120,8120,13164,2559.0,34.2,77039.0,30308.0,83.0,1503.0,3.243454474404064,,,,,,,,,,,,,,58.73388042203986,Y,0
8121,8121,13165,10776.0,43.1,45779.0,23692.0,1259.0,5512.0,11.683370452858204,,,,,,,,,,,,,,51.15070527097253,Y,0
8122,8122,13166,5529.0,43.7,55531.0,26315.0,380.0,3231.0,6.872852233676976,,,,,,,,,,,,,,58.43733043950081,Y,0
8123,8123,13167,3202.0,37.6,54788.0,21911.0,369.0,1496.0,11.524047470331045,,,,,,,,,,,,,,46.7207995003123,Y,0
8131,8131,13209,13305.0,41.9,50988.0,25986.0,1358.0,7186.0,10.206689214580985,,,,,,,,,,,,,,54.0097707628711,Y,0
8133,8133,13211,6931.0,36.1,46372.0,21447.0,900.0,3461.0,12.985139229548404,,,,,,,,,,,,,,49.93507430385226,Y,0
8134,8134,13212,20535.0,43.3,51997.0,27572.0,1344.0,11001.0,6.5449233016800585,,,,,,,,,,,,,,53.57195032870708,Y,0
8135,8135,13214,8690.0,33.7,62386.0,30517.0,692.0,4031.0,7.963176064441887,,,,,,,,,,,,,,46.386651323360184,Y,0
8136,8136,13215,15582.0,44.3,77905.0,36431.0,872.0,8300.0,5.596200744448723,,,,,,,,,,,,,,53.26658965472981,Y,0
8143,8143,13303,1099.0,44.7,60000.0,30694.0,64.0,629.0,5.8234758871701535,,,,,,,,,,,,,,57.233848953594176,Y,0
8144,8144,13304,1505.0,44.8,74408.0,38136.0,139.0,812.0,9.235880398671096,,,,,,,,,,,,,,53.95348837209303,Y,0
8146,8146,13308,3415.0,41.9,41128.0,21221.0,532.0,1656.0,15.578330893118595,,,,,,,,,,,,,,48.49194729136164,Y,0
8147,8147,13309,5920.0,42.8,52542.0,23949.0,746.0,3017.0,12.601351351351349,,,,,,,,,,,,,,50.96283783783784,Y,0
8151,8151,13314,549.0,34.8,42639.0,19743.0,55.0,258.0,10.018214936247725,,,,,,,,,,,,,,46.994535519125684,Y,0
8152,8152,13315,1464.0,43.6,58142.0,23885.0,148.0,853.0,10.109289617486338,,,,,,,,,,,,,,58.26502732240437,Y,0
8153,8153,13316,6897.0,40.8,50027.0,23182.0,750.0,3401.0,10.874293170943886,,,,,,,,,,,,,,49.31129476584022,Y,0
8154,8154,13317,3747.0,47.0,50065.0,24103.0,405.0,1842.0,10.808646917534027,,,,,,,,,,,,,,49.159327461969575,Y,0
8155,8155,13318,1244.0,41.8,48750.0,23411.0,222.0,690.0,17.84565916398714,,,,,,,,,,,,,,55.466237942122184,Y,0
8157,8157,13320,2035.0,47.7,44464.0,25757.0,329.0,1098.0,16.167076167076168,,,,,,,,,,,,,,53.95577395577396,Y,0
8158,8158,13321,1020.0,41.8,50841.0,27523.0,132.0,506.0,12.941176470588234,,,,,,,,,,,,,,49.6078431372549,Y,0
8159,8159,13322,1052.0,41.6,48125.0,22462.0,122.0,530.0,11.596958174904945,,,,,,,,,,,,,,50.38022813688213,Y,0
8160,8160,13323,11452.0,40.2,62681.0,30458.0,671.0,5795.0,5.859238560950053,,,,,,,,,,,,,,50.60251484456863,Y,0
8162,8162,13325,1011.0,38.8,51576.0,27420.0,136.0,582.0,13.452027695351136,,,,,,,,,,,,,,57.566765578635014,Y,0
8164,8164,13327,1822.0,40.9,41302.0,22111.0,173.0,900.0,9.495060373216246,,,,,,,,,,,,,,49.39626783754117,Y,0
8170,8170,13334,1257.0,42.4,67500.0,30532.0,102.0,663.0,8.1145584725537,,,,,,,,,,,,,,52.74463007159905,Y,0
8171,8171,13335,1721.0,41.4,52083.0,22636.0,218.0,913.0,12.667054038349795,,,,,,,,,,,,,,53.05055200464846,Y,0
8175,8175,13340,7981.0,43.1,48671.0,23845.0,1064.0,4187.0,13.331662698909913,,,,,,,,,,,,,,52.462097481518605,Y,0
8176,8176,13341,149.0,36.6,42679.0,26729.0,12.0,83.0,8.053691275167786,,,,,,,,,,,,,,55.70469798657718,Y,0
8177,8177,13342,199.0,46.3,70536.0,30268.0,16.0,112.0,8.040201005025125,,,,,,,,,,,,,,56.28140703517588,Y,0
8178,8178,13343,1622.0,46.1,45417.0,26414.0,152.0,867.0,9.371146732429098,,,,,,,,,,,,,,53.45252774352651,Y,0
8181,8181,13348,1179.0,49.0,51641.0,29881.0,145.0,686.0,12.298558100084815,,,,,,,,,,,,,,58.18490245971162,Y,0
8185,8185,13354,3235.0,41.7,69199.0,28071.0,266.0,1765.0,8.2225656877898,,,,,,,,,,,,,,54.55950540958269,Y,0
8187,8187,13357,11199.0,38.4,44500.0,22905.0,1880.0,5480.0,16.787213144030716,,,,,,,,,,,,,,48.932940441110816,Y,0
8189,8189,13361,1012.0,40.1,53355.0,21025.0,50.0,504.0,4.940711462450593,,,,,,,,,,,,,,49.80237154150198,Y,0
8191,8191,13363,2470.0,36.1,61574.0,25184.0,349.0,1255.0,14.129554655870445,,,,,,,,,,,,,,50.80971659919028,Y,0
8194,8194,13367,8806.0,40.6,47716.0,23450.0,1127.0,4183.0,12.798092209856913,,,,,,,,,,,,,,47.50170338405633,Y,0
8195,8195,13368,1402.0,38.7,46827.0,21457.0,163.0,665.0,11.626248216833096,,,,,,,,,,,,,,47.43223965763195,Y,0
8198,8198,13404,242.0,38.2,52583.0,19208.0,26.0,128.0,10.743801652892563,,,,,,,,,,,,,,52.892561983471076,Y,0
8199,8199,13406,757.0,44.5,53203.0,26311.0,55.0,379.0,7.265521796565388,,,,,,,,,,,,,,50.06605019815059,Y,0
8200,8200,13407,5338.0,43.6,45692.0,22635.0,712.0,2607.0,13.338328962158112,,,,,,,,,,,,,,48.83851629823904,Y,0
8202,8202,13409,2801.0,38.6,56008.0,22536.0,460.0,1423.0,16.422706176365587,,,,,,,,,,,,,,50.80328454123527,Y,0
8204,8204,13411,3732.0,45.6,43183.0,20770.0,615.0,1742.0,16.479099678456592,,,,,,,,,,,,,,46.67738478027867,Y,0
8205,8205,13413,15769.0,47.4,64366.0,38574.0,840.0,7932.0,5.326907223032532,,,,,,,,,,,,,,50.301223920350054,Y,0
8207,8207,13416,2223.0,43.6,55268.0,24719.0,124.0,1117.0,5.578047683310841,,,,,,,,,,,,,,50.247413405308144,Y,0
8211,8211,13421,14501.0,40.7,47109.0,24317.0,2062.0,7161.0,14.219708985587198,,,,,,,,,,,,,,49.38280118612509,Y,0
8212,8212,13424,2641.0,41.2,59965.0,25411.0,145.0,1243.0,5.490344566452102,,,,,,,,,,,,,,47.06550549034456,Y,0
8213,8213,13425,2374.0,39.6,44280.0,25973.0,269.0,1205.0,11.331086773378265,,,,,,,,,,,,,,50.75821398483572,Y,0
8215,8215,13431,2136.0,45.2,57279.0,24486.0,287.0,1120.0,13.43632958801498,,,,,,,,,,,,,,52.43445692883895,Y,0
8217,8217,13435,203.0,39.4,51250.0,25190.0,11.0,99.0,5.41871921182266,,,,,,,,,,,,,,48.76847290640394,Y,0
8219,8219,13437,413.0,48.8,48839.0,21959.0,62.0,207.0,15.012106537530267,,,,,,,,,,,,,,50.12106537530266,Y,0
8220,8220,13438,4072.0,41.8,54514.0,25722.0,607.0,2101.0,14.906679764243615,,,,,,,,,,,,,,51.59626719056975,Y,0
8221,8221,13439,3693.0,46.3,43750.0,22848.0,440.0,1908.0,11.914432710533443,,,,,,,,,,,,,,51.66531275385865,Y,0
8222,8222,13440,42059.0,42.3,49755.0,25861.0,5514.0,19452.0,13.110154782567346,,,,,,,,,,,,,,46.24931643643453,Y,0
8227,8227,13456,4162.0,49.7,57292.0,33564.0,222.0,2455.0,5.33397405093705,,,,,,,,,,,,,,58.986064392119175,Y,0
8228,8228,13459,2061.0,46.1,45800.0,23049.0,422.0,1097.0,20.475497331392532,,,,,,,,,,,,,,53.2265890344493,Y,0
8229,8229,13460,4194.0,44.9,44078.0,20760.0,371.0,2107.0,8.845970433953267,,,,,,,,,,,,,,50.238435860753455,Y,0
8230,8230,13461,3081.0,45.7,58500.0,33419.0,183.0,1584.0,5.939629990262902,,,,,,,,,,,,,,51.41187925998052,Y,0
8231,8231,13464,1048.0,44.9,53854.0,23982.0,94.0,566.0,8.969465648854962,,,,,,,,,,,,,,54.00763358778626,Y,0
8233,8233,13469,971.0,35.9,64107.0,29674.0,27.0,508.0,2.7806385169927914,,,,,,,,,,,,,,52.31719876416066,Y,0
8235,8235,13471,3676.0,40.3,47386.0,20382.0,781.0,1805.0,21.245919477693146,,,,,,,,,,,,,,49.10228509249184,Y,0
8237,8237,13473,665.0,44.9,48750.0,22161.0,58.0,351.0,8.721804511278195,,,,,,,,,,,,,,52.78195488721804,Y,0
8239,8239,13476,2825.0,43.2,48224.0,28083.0,285.0,1620.0,10.088495575221241,,,,,,,,,,,,,,57.34513274336283,Y,0
8240,8240,13477,1662.0,36.2,50875.0,23706.0,291.0,1055.0,17.509025270758126,,,,,,,,,,,,,,63.477737665463295,Y,0
8241,8241,13478,2872.0,44.6,68690.0,27455.0,91.0,1613.0,3.168523676880223,,,,,,,,,,,,,,56.16295264623955,Y,0
8242,8242,13480,3500.0,41.0,48512.0,24955.0,560.0,1740.0,16.0,,,,,,,,,,,,,,49.714285714285715,Y,0
8245,8245,13485,936.0,44.6,42313.0,20988.0,153.0,502.0,16.346153846153847,,,,,,,,,,,,,,53.63247863247863,Y,0
8246,8246,13486,573.0,46.6,47000.0,31482.0,82.0,328.0,14.31064572425829,,,,,,,,,,,,,,57.24258289703316,Y,0
8247,8247,13488,103.0,33.6,65625.0,31237.0,4.0,68.0,3.8834951456310685,,,,,,,,,,,,,,66.01941747572816,Y,0
8248,8248,13489,561.0,47.8,43929.0,25425.0,80.0,291.0,14.2602495543672,,,,,,,,,,,,,,51.8716577540107,Y,0
8250,8250,13491,3798.0,40.7,52888.0,22734.0,509.0,1885.0,13.401790416008424,,,,,,,,,,,,,,49.63138493944181,Y,0
8251,8251,13492,11644.0,45.5,62543.0,32718.0,939.0,6121.0,8.064239093095157,,,,,,,,,,,,,,52.56784610099622,Y,0
8254,8254,13495,2168.0,38.4,48576.0,24413.0,197.0,1205.0,9.086715867158672,,,,,,,,,,,,,,55.58118081180812,Y,0
8261,8261,13605,5000.0,39.1,48068.0,23084.0,683.0,2477.0,13.66,,,,,,,,,,,,,,49.54,Y,0
8262,8262,13606,3118.0,35.8,63071.0,25348.0,234.0,1871.0,7.504810776138552,,,,,,,,,,,,,,60.006414368184736,Y,0
8265,8265,13612,2771.0,35.3,52841.0,24737.0,207.0,1479.0,7.470227354745579,,,,,,,,,,,,,,53.374233128834355,Y,0
8268,8268,13615,981.0,40.5,52422.0,24468.0,136.0,505.0,13.863404689092762,,,,,,,,,,,,,,51.47808358817533,Y,0
8272,8272,13619,10767.0,37.2,45888.0,22716.0,1725.0,5412.0,16.021175814990247,,,,,,,,,,,,,,50.2646976873781,Y,0
8275,8275,13622,2855.0,33.2,57041.0,21803.0,564.0,1401.0,19.754816112084068,,,,,,,,,,,,,,49.071803852889666,Y,0
8278,8278,13625,1895.0,45.6,45508.0,25308.0,269.0,983.0,14.19525065963061,,,,,,,,,,,,,,51.87335092348285,Y,0
8279,8279,13626,2042.0,41.2,59708.0,26371.0,193.0,1170.0,9.451518119490695,,,,,,,,,,,,,,57.296767874632714,Y,0
8280,8280,13628,204.0,37.3,58750.0,26443.0,15.0,130.0,7.352941176470589,,,,,,,,,,,,,,63.72549019607843,Y,0
8281,8281,13630,1373.0,37.7,51563.0,21194.0,315.0,716.0,22.94246176256373,,,,,,,,,,,,,,52.14857975236708,Y,0
8285,8285,13636,216.0,37.6,64643.0,25781.0,44.0,108.0,20.37037037037037,,,,,,,,,,,,,,50.0,Y,0
8298,8298,13652,1678.0,44.0,45500.0,21960.0,216.0,817.0,12.872467222884385,,,,,,,,,,,,,,48.68891537544696,Y,0
8301,8301,13656,2807.0,37.3,53668.0,23662.0,140.0,1597.0,4.9875311720698265,,,,,,,,,,,,,,56.89348058425365,Y,0
8302,8302,13658,2112.0,45.1,53850.0,28384.0,213.0,1120.0,10.085227272727273,,,,,,,,,,,,,,53.03030303030303,Y,0
8303,8303,13659,624.0,35.8,46250.0,20532.0,192.0,313.0,30.76923076923077,,,,,,,,,,,,,,50.16025641025641,Y,0
8304,8304,13660,2429.0,37.5,43832.0,21381.0,508.0,1199.0,20.91395636064224,,,,,,,,,,,,,,49.361877315767806,Y,0
8305,8305,13661,1769.0,39.1,49948.0,20791.0,368.0,884.0,20.80271339739966,,,,,,,,,,,,,,49.97173544375353,Y,0
8306,8306,13662,16941.0,43.1,41668.0,22965.0,2993.0,8139.0,17.66719792220058,,,,,,,,,,,,,,48.04320878342483,Y,0
8307,8307,13664,522.0,39.8,60139.0,26989.0,77.0,270.0,14.75095785440613,,,,,,,,,,,,,,51.724137931034484,Y,0
8311,8311,13668,3470.0,34.0,43500.0,21975.0,681.0,1641.0,19.62536023054755,,,,,,,,,,,,,,47.29106628242075,Y,0
8321,8321,13679,1872.0,38.1,49861.0,22689.0,287.0,961.0,15.33119658119658,,,,,,,,,,,,,,51.335470085470085,Y,0
8322,8322,13680,1236.0,36.7,48611.0,29226.0,129.0,698.0,10.436893203883496,,,,,,,,,,,,,,56.47249190938511,Y,0
8323,8323,13681,791.0,35.1,41000.0,18756.0,182.0,424.0,23.00884955752212,,,,,,,,,,,,,,53.603034134007586,Y,0
8324,8324,13682,737.0,46.5,71250.0,32892.0,57.0,423.0,7.734056987788332,,,,,,,,,,,,,,57.39484396200814,Y,0
8325,8325,13684,1098.0,42.9,45500.0,22499.0,122.0,577.0,11.111111111111109,,,,,,,,,,,,,,52.55009107468124,Y,0
8326,8326,13685,2163.0,33.4,62586.0,33971.0,100.0,1191.0,4.623208506703652,,,,,,,,,,,,,,55.0624133148405,Y,0
8328,8328,13690,892.0,33.0,43167.0,20439.0,85.0,424.0,9.52914798206278,,,,,,,,,,,,,,47.53363228699551,Y,0
8329,8329,13691,3051.0,38.4,51851.0,26318.0,381.0,1673.0,12.487708947885938,,,,,,,,,,,,,,54.834480498197316,Y,0
8332,8332,13694,1372.0,45.8,59926.0,30951.0,86.0,688.0,6.268221574344024,,,,,,,,,,,,,,50.14577259475219,Y,0
8335,8335,13697,2106.0,41.6,42143.0,26131.0,229.0,1032.0,10.87369420702754,,,,,,,,,,,,,,49.002849002849004,Y,0
8338,8338,13732,8190.0,41.5,74842.0,31417.0,368.0,4373.0,4.493284493284493,,,,,,,,,,,,,,53.3943833943834,Y,0
8340,8340,13734,2425.0,42.1,66810.0,29231.0,95.0,1414.0,3.9175257731958766,,,,,,,,,,,,,,58.30927835051546,Y,0
8341,8341,13736,2527.0,38.0,55023.0,21787.0,449.0,1237.0,17.768104471705577,,,,,,,,,,,,,,48.95132568262762,Y,0
8342,8342,13739,898.0,45.9,47150.0,26333.0,103.0,480.0,11.469933184855234,,,,,,,,,,,,,,53.4521158129176,Y,0
8343,8343,13740,472.0,46.7,43594.0,31263.0,54.0,236.0,11.440677966101697,,,,,,,,,,,,,,50.0,Y,0
8344,8344,13743,3846.0,43.1,55000.0,25455.0,251.0,1842.0,6.5262610504420175,,,,,,,,,,,,,,47.893915756630264,Y,0
8345,8345,13744,1332.0,47.2,64405.0,26956.0,66.0,820.0,4.954954954954955,,,,,,,,,,,,,,61.56156156156156,Y,0
8346,8346,13746,2263.0,44.4,44844.0,22795.0,308.0,1186.0,13.610251878038007,,,,,,,,,,,,,,52.40830755634114,Y,0
8347,8347,13748,4021.0,42.2,45577.0,20851.0,858.0,2045.0,21.337975627953245,,,,,,,,,,,,,,50.857995523501614,Y,0
8348,8348,13750,946.0,37.2,47798.0,19289.0,268.0,497.0,28.329809725158558,,,,,,,,,,,,,,52.53699788583509,Y,0
8351,8351,13753,5737.0,34.8,47792.0,22780.0,490.0,2719.0,8.541049328917552,,,,,,,,,,,,,,47.39410841903434,Y,0
8352,8352,13754,3846.0,43.0,42193.0,22928.0,550.0,1790.0,14.300572022880914,,,,,,,,,,,,,,46.54186167446698,Y,0
8355,8355,13757,1109.0,48.5,54702.0,28092.0,100.0,645.0,9.017132551848512,,,,,,,,,,,,,,58.1605049594229,Y,0
8356,8356,13760,44363.0,43.1,50420.0,28224.0,5310.0,23248.0,11.969433987782613,,,,,,,,,,,,,,52.404030385681764,Y,0
8358,8358,13775,1877.0,42.0,50655.0,24168.0,134.0,967.0,7.139051678209911,,,,,,,,,,,,,,51.51838039424614,Y,0
8359,8359,13776,522.0,45.6,44107.0,24845.0,140.0,257.0,26.819923371647512,,,,,,,,,,,,,,49.23371647509578,Y,0
8360,8360,13777,627.0,47.0,44904.0,21469.0,123.0,349.0,19.617224880382775,,,,,,,,,,,,,,55.66188197767145,Y,0
8361,8361,13778,6030.0,46.6,51260.0,26933.0,495.0,3274.0,8.208955223880597,,,,,,,,,,,,,,54.295190713101164,Y,0
8362,8362,13780,999.0,45.4,56000.0,24477.0,110.0,469.0,11.011011011011009,,,,,,,,,,,,,,46.946946946946944,Y,0
8366,8366,13786,633.0,36.5,53611.0,19979.0,88.0,327.0,13.902053712480251,,,,,,,,,,,,,,51.65876777251185,Y,0
8370,8370,25267,571.0,43.3,48295.0,23263.0,135.0,293.0,23.642732049036773,,,,,,,,,,,,,,51.31348511383538,Y,0
8380,8380,25302,15588.0,41.6,43712.0,25612.0,3089.0,8005.0,19.816525532460872,,,,,,,,,,,,,,51.353605337439056,Y,0
8382,8382,25304,8958.0,44.1,54144.0,51089.0,1070.0,4521.0,11.944630497878993,,,,,,,,,,,,,,50.46885465505693,Y,0
8389,8389,25313,13198.0,36.8,58092.0,30592.0,1259.0,7093.0,9.539324140021217,,,,,,,,,,,,,,53.74299136232762,Y,0
8390,8390,25314,16294.0,43.5,80853.0,49200.0,1277.0,9036.0,7.837240702098932,,,,,,,,,,,,,,55.455996072173804,Y,0
8396,8396,25404,21508.0,35.9,47630.0,23369.0,3234.0,10834.0,15.036265575599776,,,,,,,,,,,,,,50.371954621536176,Y,0
8397,8397,25405,11616.0,39.8,52654.0,24261.0,1008.0,5827.0,8.677685950413224,,,,,,,,,,,,,,50.16356749311295,Y,0
8399,8399,25413,8327.0,35.7,57429.0,25811.0,953.0,4375.0,11.444697970457547,,,,,,,,,,,,,,52.539930347063766,Y,0
8400,8400,25414,17147.0,40.1,72833.0,32308.0,1910.0,9094.0,11.13897474776929,,,,,,,,,,,,,,53.035516416865924,Y,0
