Zipcode,Median Age,Household Income,Per Capita Income,Employment rate,Has Starbucks
41824,44.1,27083,15610,0.323782235,N
41825,39,26838,17274,0.302631579,N
41826,52.9,33565,15920,0.161361142,N
41828,37.9,36739,17867,0.342939481,N
41831,39.2,34539,20259,0.511160714,N
41832,26.9,28889,14341,0.194078947,N
41833,62.6,11397,15455,0.286486486,N
41834,30.2,33250,19642,0.363744076,N
41835,50.9,43690,19524,0.476732161,N
41836,51.6,32863,19943,0.348045397,N
41837,49,30714,24147,0.405857741,N
41838,33.8,17386,15709,0.417112299,N
41839,40.1,24063,14458,0.341167551,N
41840,33.4,27212,13750,0.402313625,N
41843,39.4,25813,17373,0.178977273,N
41844,32.3,31250,13174,0.286685552,N
41845,57.3,14183,8424,0.253012048,N
41847,54.9,33140,18594,0.204899777,N
41849,23.4,61208,24758,0.343915344,N
41855,39,40074,15187,0.313694268,N
41858,41.6,33281,20496,0.386454698,N
41859,46,45455,20572,0.374647887,N
41861,31.2,61429,25043,0.606060606,N
41862,45.5,35250,16093,0.255594817,N
42001,42.4,48113,31070,0.487344685,Y
42003,42.4,37621,20729,0.460196703,N
42020,42.1,52381,26744,0.535450196,N
42021,34.7,36622,15763,0.470725995,N
42023,47.4,38867,24267,0.43946932,N
42024,38.6,42375,22902,0.442612555,N
42025,43.2,42310,21348,0.456695705,N
42027,45.7,43218,26262,0.476005817,N
42028,32.8,36125,21705,0.491803279,N
42029,45,49011,25158,0.466170179,N
42031,49.1,32123,18442,0.37373116,N
42032,49.3,30962,19411,0.554621849,N
42035,37.9,52368,20068,0.461457233,N
42036,44.6,51719,20428,0.581854043,N
42038,45.6,38397,21568,0.339053366,N
42039,39.3,40536,20003,0.438440111,N
42040,32.3,54407,23471,0.477958237,N
42041,43.9,34102,19574,0.404710458,N
42044,49.7,53605,29136,0.4986053,N
42045,49.9,32168,19535,0.385250413,N
42047,49.9,47625,24428,0.528985507,N
42048,41,33229,16592,0.479474548,N
42049,35.9,39647,19640,0.567202906,N
42050,44.3,30379,17761,0.40070922,N
42051,40.5,41630,22024,0.5,N
42053,39,52786,25675,0.479491984,N
42054,37.4,62805,20907,0.429602888,N
42055,57,49364,24584,0.407491487,N
42056,41.1,44202,21002,0.44889065,N
42058,37.5,45090,17555,0.371063441,N
42060,11.7,37083,11332,0.207729469,N
42061,42.2,124063,50265,0.739130435,N
42064,43.1,33622,20533,0.409468739,N
42066,39.4,37281,20158,0.445205192,N
42069,40.7,41739,22417,0.423349057,N
42071,31.5,37095,21121,0.515785896,N
42076,53.2,26678,22748,0.335899904,N
42078,47.1,32404,20236,0.375832053,N
42079,39.5,35265,20544,0.406291834,N
42081,45.3,44609,22389,0.484469697,N
42082,53.9,35795,21344,0.443504532,N
42083,53.3,41010,19705,0.401146132,N
42084,41.4,22188,16950,0.583892617,N
42085,41.8,34464,19752,0.473684211,N
42086,44.9,63007,30851,0.510360138,N
42087,40.3,42727,26958,0.468169761,N
42088,40.7,45156,21452,0.478735856,N
42101,28.6,35462,16930,0.520251384,Y
42103,39.3,59942,34081,0.506760758,N
42104,35.2,50544,28420,0.553155541,Y
42120,38.2,31848,14803,0.348035582,N
42122,43.3,75788,30165,0.530963303,N
42123,47.9,36300,16060,0.421978022,N
42127,38.3,37093,20743,0.477689847,N
42129,42.4,32611,17958,0.466089254,N
42130,26.8,32292,12662,0.472,N
42133,45.6,35282,18269,0.388071263,N
42134,39,38370,19203,0.470708283,N
42140,43.9,27235,18678,0.53359375,N
42141,39.7,39271,19850,0.470673169,N
42151,39.7,62750,16175,0.319767442,N
42153,60.3,27500,20541,0.437869822,N
42154,46.7,27212,15098,0.543574594,N
42156,64.7,36458,35295,0.462311558,N
42157,52.3,28664,29123,0.591836735,N
42159,46,52639,27392,0.434852118,N
42160,41.3,47411,18243,0.428184282,N
42164,39.3,41839,19629,0.478237539,N
42166,38,29893,15103,0.401503165,N
42167,42.6,30026,16271,0.414391457,N
42170,46.3,43750,21604,0.486832205,N
42171,35.5,44304,21472,0.518330091,N
42202,38.9,32052,17344,0.420991479,N
42204,30.6,50216,16633,0.371482176,N
42206,39.8,45882,19301,0.472829922,N
42207,36.9,40278,21182,0.464508095,N
42210,43.4,29469,16745,0.386451116,N
42211,45.8,44226,24876,0.405640908,N
42214,55,42407,26701,0.530612245,N
42215,40.2,54978,34589,0.495928942,N
42217,39,43750,19860,0.507720021,N
42220,36.9,41092,17514,0.409432092,N
42223,21.8,40726,15729,0.474279585,Y
42232,46.5,48977,22399,0.529761905,N
42234,31.8,43000,16426,0.429105874,N
42236,48.1,45000,25473,0.473765432,N
42240,35.6,38883,21623,0.450386568,Y
42254,38,36667,19158,0.621212121,N
42256,44.9,40274,21027,0.454025517,N
42259,39.1,26389,19498,0.40285205,N
42261,39.7,37132,18234,0.445731873,N
42262,24.7,35997,16708,0.513364497,N
42265,30.3,34551,18311,0.371967655,N
42266,33.1,43095,20753,0.436215753,N
42273,52.6,48750,29025,0.448179272,N
42274,35.5,54615,23467,0.543069523,N
42275,35,23526,14960,0.24122807,N
42276,42.9,33900,19244,0.44479449,N
42280,32.3,30500,12632,0.359342916,N
42285,42.7,58125,26207,0.515463918,N
42286,40.2,48382,24391,0.52454283,N
42301,39.2,44849,22450,0.465290323,Y
42303,38.6,44872,23042,0.477423519,Y
42320,41.9,40369,18818,0.394619361,N
42321,44.5,8472,5560,0.028571429,N
42323,40.7,41189,22633,0.424277457,N
42324,42.2,36055,17048,0.38115942,N
42325,38.7,33807,25022,0.405611222,N
42326,38.4,22386,13820,0.278911565,N
42327,38.7,41394,21699,0.462754491,N
42328,41.4,42977,19696,0.429980276,N
42330,40.1,35272,16811,0.3728191,N
42332,43.5,37625,13855,0.76,N
42333,37.4,29088,13710,0.408108108,N
42337,45.2,30000,19216,0.378063725,N
42338,43.6,49545,28833,0.556521739,N
42339,49.7,46250,19074,0.335071708,N
42343,39,28214,21660,0.310273619,N
42344,31.1,27298,14346,0.4693172,N
42345,41,43676,23099,0.428220077,N
42347,39.7,40497,19266,0.420244386,N
42348,40.1,51857,21847,0.461538462,N
42349,44,44432,16669,0.474958264,N
42350,43.7,37689,20180,0.465871438,N
42351,42.1,55920,25382,0.471436344,N
42352,41,27321,17170,0.384174909,N
42354,35,40500,20486,0.553278689,N
42355,40.6,54263,23622,0.5202407,N
42361,36.5,58553,23805,0.540723982,N
42366,43.2,63170,26182,0.539763982,N
42367,48.2,36875,20118,0.446735395,N
42368,42,43819,20946,0.432019308,N
42369,44,31875,14765,0.252906977,N
42371,44.8,55761,24191,0.659851301,N
42372,45.6,38929,18557,0.465045593,N
42374,50.6,30750,24021,0.486666667,N
42376,38.2,51111,22124,0.475366617,N
42378,35.7,49600,19489,0.460373711,N
42404,36.8,42955,19655,0.421016006,N
42406,36.6,53704,21869,0.542936288,N
42408,44.2,37781,23161,0.436720698,N
42409,37.1,45167,21677,0.446757406,N
42410,36.5,36190,15449,0.407930108,N
42411,49.3,38824,24134,0.452874926,N
42413,41.4,72500,27954,0.483281821,N
42420,39.9,40122,23005,0.484456994,N
42431,39.7,39377,22236,0.477526179,N
42436,49.3,56111,26754,0.397626113,N
42437,36.5,40726,19041,0.406545369,N
42440,41.8,26944,15770,0.372413793,N
42441,32,46909,23378,0.488994646,N
42442,41.9,45179,19576,0.502590674,N
42445,41.3,36187,19722,0.443872017,N
42450,47.7,31555,20340,0.373718295,N
42451,39.1,38242,17173,0.26155268,N
42452,39.3,65655,22329,0.547227036,N
42453,35.1,35625,16042,0.390551181,N
42455,38.1,44974,20553,0.442677071,N
42456,39.6,47930,21130,0.345618915,N
42458,35,72623,24229,0.486486486,N
42459,34.7,37854,19649,0.40638517,N
42461,36.6,43162,17784,0.42439737,N
42462,47.8,63355,27295,0.550796813,N
42463,47.9,45673,20631,0.511450382,N
42464,39.6,28977,16700,0.385116279,N
42501,38.4,28507,17348,0.399465598,Y
42503,41.9,40180,23967,0.486802052,N
42516,33.4,30893,14584,0.210977702,N
42518,46.3,34773,23687,0.457732634,N
42519,51.5,26055,18135,0.349836185,N
42528,42.3,33060,17935,0.457711443,N
42533,41.3,36071,15857,0.502212389,N
42539,42.2,28784,14863,0.421438015,N
42541,33.4,65938,22955,0.566326531,N
42544,46.3,35982,23201,0.424049573,N
42553,37.4,40769,19863,0.490742758,N
42565,49,33382,20223,0.427230047,N
42566,48.2,23611,19103,0.375,N
42567,42.5,27673,14508,0.394011166,N
42602,40.4,27575,16782,0.387371512,N
42603,45.9,18942,12123,0.292682927,N
42629,42.2,32236,16371,0.362091025,N
42633,40.8,28921,16235,0.412635288,N
42634,48.3,19980,11476,0.243003413,N
42635,34.5,17311,8650,0.209531312,N
42638,41,9067,9591,0.475555556,N
42642,40.8,29154,17826,0.424226979,N
42647,35.6,27398,13741,0.386302596,N
42649,41.6,23561,13487,0.35179704,N
42653,39.1,19784,12775,0.355344418,N
42701,38.5,47822,26056,0.498126255,Y
42712,43.4,32225,18084,0.424300254,N
42713,41.2,35192,16992,0.438543247,N
42715,56.1,31979,16040,0.267409471,N
42716,37.5,39018,16945,0.44973545,N
42717,43.4,30985,16875,0.433020414,N
42718,40.3,36873,18756,0.46993737,N
42721,38.6,29400,16843,0.464675892,N
42722,44.9,41302,16779,0.41955836,N
42724,39,57565,27027,0.532781529,N
42726,41.1,32340,19394,0.409090909,N
42728,39.3,31981,17128,0.434420585,N
42729,43.2,35195,16513,0.459302326,N
42731,68.2,34773,52349,0.31372549,N
42732,43.9,42188,18490,0.480651731,N
42733,39.7,42545,19036,0.562967581,N
42740,47.3,57692,23509,0.459356247,N
42741,44.7,39583,19224,0.377326565,N
42743,43.7,33784,18609,0.437865255,N
42746,43.6,40016,17413,0.469352014,N
42748,42.8,37573,20315,0.44249417,N
42749,37.8,32284,18621,0.428710179,N
42753,32.5,38350,15450,0.435158501,N
42754,38.3,31861,19096,0.428534505,N
42757,46.5,45160,24304,0.421052632,N
42758,26.8,85500,25546,0.35,N
42762,42.3,30500,15664,0.459510358,N
42764,55.7,50761,17778,0.404761905,N
42765,40.2,26807,15111,0.367539788,N
42776,26.7,40557,16007,0.375637972,N
42782,43,26776,13200,0.444547996,N
42784,37.1,35000,16734,0.392722279,N
42788,40,50688,30012,0.595628415,N
43001,46.2,76806,34306,0.576906318,N
43002,32.9,85338,46269,0.842032967,N
43003,38.3,51189,21206,0.461211887,N
43004,32.8,71060,34318,0.587556468,N
43005,44.7,19946,13975,0.286516854,N
43006,33.4,36932,16199,0.340989399,N
43008,38,27663,15995,0.482899023,N
43009,39.5,66136,23253,0.561243144,N
43010,27.2,31827,13455,0.380165289,N
43011,39.3,67312,28675,0.543977441,N
43013,45.6,74792,46360,0.690614137,N
43014,32.9,44700,19385,0.45646438,N
43015,36.3,63130,30625,0.530460084,Y
43016,34.4,86446,43821,0.585674321,Y
43017,37.1,94704,49122,0.549626633,Y
43019,37,60690,24673,0.4836173,N
43021,40.3,118929,41434,0.534149788,N
43022,22.5,63792,20001,0.54313632,N
43023,36.6,93932,35558,0.510149489,N
43025,47,52058,29032,0.528966821,N
43026,34.3,76813,33049,0.572783448,Y
43028,40.5,58581,28033,0.488810825,N
43029,34.1,33056,19391,0.412573674,N
43031,38.9,72934,29791,0.563187917,N
43032,51.5,24013,14861,0.262711864,N
43033,41.9,53929,21781,0.560493827,N
43035,33,101295,37674,0.532386695,Y
43036,32.4,36471,16093,0.405750799,N
43037,49.5,31250,18480,0.734748011,N
43040,36.3,61164,25839,0.488180627,Y
43044,42.4,53456,26769,0.490566038,N
43045,41.4,65139,25847,0.505586592,N
43046,47.6,51294,29854,0.516591928,N
43050,41.9,42576,23495,0.49626031,Y
43054,34.4,103491,57616,0.547022469,Y
43055,38.6,41981,22534,0.50443738,Y
43056,40.5,48504,26924,0.504582816,Y
43060,38.9,54917,30317,0.526872964,N
43061,43.6,76094,36804,0.58026977,N
43062,38.2,69257,29700,0.546099291,Y
43064,39.6,72665,31743,0.511280511,N
43065,36.2,110031,47078,0.534343131,Y
43066,49.1,90089,35738,0.610698366,N
43067,41.2,89118,29509,0.597014925,N
43068,34.9,54176,26874,0.558045813,Y
43070,78.1,63000,25338,0.311926606,N
43071,41.5,48750,19121,0.481591198,N
43072,40.3,54679,22158,0.519081391,N
43074,42.2,72243,30954,0.541752705,Y
43076,48.7,50440,26502,0.533812795,N
43077,31.8,55417,18658,0.443181818,N
43078,41.3,44259,23172,0.471939628,N
43080,39.1,55036,23657,0.473684211,N
43081,36.1,68306,33759,0.595170883,Y
43082,41,110137,47726,0.529305176,Y
43084,42,43875,22625,0.449648712,N
43085,37.4,77156,41100,0.570995802,Y
43101,32.8,30921,12942,0.405194805,N
43102,35.3,58391,22043,0.526052974,N
43103,34,56566,24165,0.494755245,N
43105,38.9,69216,28703,0.508452688,N
43106,32.7,44167,16809,0.453058752,N
43107,45.1,56725,22402,0.479411765,N
43109,52.3,16936,22242,0.706293706,N
43110,34.7,60809,27869,0.539202971,Y
43111,22.8,28148,14013,0.434782609,N
43112,43.7,72461,29217,0.545939675,N
43113,42.2,47336,24110,0.468911585,N
43115,32.9,47100,19788,0.483146067,N
43116,32.4,91250,30951,0.562153603,N
43119,32.3,56506,24629,0.551556002,Y
43123,38.5,60863,28313,0.531816023,Y
43125,39,54850,28287,0.563947717,N
43126,33.4,37917,20724,0.518041237,N
43127,49.8,23750,22757,0.734939759,N
43128,37.7,39808,19228,0.510407632,Y
43130,39.4,43234,22623,0.478835356,Y
43135,38,38710,17788,0.396275342,N
43136,34.7,52083,21441,0.48503937,N
43137,46.4,48530,24998,0.527495996,N
43138,41.3,39735,21079,0.480608608,N
43140,38.7,54462,21393,0.437380775,N
43142,30.3,32500,13958,0.389830508,N
43143,42.9,51651,24850,0.476155673,N
43144,44,45250,18504,0.478354978,N
43145,49.6,55556,29128,0.485968515,N
43146,38.2,71917,23412,0.416131498,N
43147,39,86510,34144,0.550072128,Y
43148,31,46071,19070,0.508240535,N
43149,37.7,56458,22199,0.521335807,N
43150,32.5,54219,21731,0.476666667,N
43151,28.5,59583,18033,0.417763158,N
43152,35.9,25833,15196,0.429218573,N
43153,36.4,52614,18386,0.46130031,N
43154,34.3,51277,24109,0.443653251,N
43155,47.9,58207,25103,0.575436983,N
43156,37.5,31250,15736,0.536170213,N
43157,32.6,27614,13239,0.438943894,N
43158,51.2,53125,19190,0.509615385,N
43160,41,35968,20722,0.488802118,N
43162,42.4,55965,27564,0.534327926,N
43164,34.5,51292,21525,0.47920872,N
43201,22.4,21086,15825,0.581782299,Y
43202,27.6,40904,26199,0.701081613,N
43203,32.3,18763,12932,0.396190215,N
43204,32.8,40815,20817,0.492424619,N
43205,34.8,24779,17684,0.490590317,N
43206,35.5,40720,30821,0.582273467,Y
43207,37.3,39348,18652,0.481006637,N
43209,37.6,54653,36338,0.537475205,Y
43210,19.3,17137,3393,0.37587477,N
43211,29.7,21908,11443,0.394644724,N
43212,30.7,51585,39152,0.676283806,Y
43213,35.9,34521,22237,0.520437956,Y
43214,41.2,60547,36470,0.612987406,Y
43215,30.8,44985,43646,0.706285254,Y
43217,22.8,30556,10691,0.394909371,N
43219,31.5,34267,17684,0.469097629,Y
43220,37,58199,42755,0.572115764,Y
43221,36.4,81343,43434,0.55356446,Y
43222,26.9,20989,10764,0.442680009,N
43223,33.8,31143,14346,0.407856977,N
43224,34.4,33598,18175,0.504595888,N
43227,37.3,35995,17997,0.480178971,N
43228,30.9,39894,20660,0.530749019,Y
43229,34.2,37518,20696,0.543602922,Y
43230,36.4,65785,34721,0.590677597,Y
43231,33.1,44962,22922,0.550215812,N
43232,33.5,37971,18910,0.51697769,N
43235,35.9,64666,36396,0.595912452,Y
43240,31.9,65236,34056,0.633512064,Y
43302,40.2,39591,19377,0.432153285,Y
43310,38.5,54552,22369,0.529010239,N
43311,38.5,46706,23146,0.488249574,N
43314,37,59605,26028,0.548658261,N
43315,42.4,51624,22553,0.525955903,N
43316,40.4,40528,21038,0.526802218,N
43317,32.8,40769,16089,0.335106383,N
43318,29.3,42277,17824,0.463903121,N
43319,43.8,68550,30869,0.602352941,N
43320,39.7,59688,22552,0.48346056,N
43321,36.5,36591,16176,0.455252918,N
43322,41.3,41125,19513,0.55613577,N
43323,37.1,53162,18636,0.507672634,N
43324,51.4,58438,28655,0.473225947,N
43326,39.6,39402,20389,0.464960072,N
43330,34.4,35833,26020,0.704081633,N
43331,53.9,36729,22214,0.497878991,N
43332,46,39423,23274,0.489010989,N
43333,43.7,44063,24870,0.536231884,N
43334,44,52593,23237,0.519746012,N
43337,43.1,56875,23619,0.490829054,N
43338,40.3,47999,21678,0.454475309,N
43340,27.2,52727,16223,0.422365989,N
43341,39,58674,31211,0.522012579,N
43342,38.6,66853,26249,0.492273731,N
43343,26.5,38772,16166,0.443584784,N
43344,35.1,50739,24150,0.503282276,N
43345,47.1,39107,19900,0.417149479,N
43347,35,54397,22198,0.545148248,N
43348,39.2,32609,17690,0.435608004,N
43351,42.8,41850,22940,0.535403611,N
43356,46.9,53904,34540,0.517102616,N
43357,39.6,58692,25998,0.509722526,N
43358,34.2,51995,20580,0.46592,N
43359,44.6,62549,24342,0.586926287,N
43360,35.2,56250,24952,0.506466984,N
43402,28.8,39315,24729,0.590630856,Y
43406,36,47434,19589,0.449283668,N
43407,41.8,51734,19419,0.506242906,N
43408,35,36250,16971,0.462068966,N
43410,40.1,48679,24672,0.553025937,Y
43412,42.6,64013,30401,0.539498141,N
43413,41.7,63250,21102,0.553267045,N
43416,40.8,51250,22932,0.477204659,N
43420,41.5,44250,22230,0.502412921,N
43430,43.5,64783,29419,0.533968517,N
43431,39.7,42981,20650,0.491919416,N
43432,45.8,71593,27676,0.586666667,N
43434,30,36250,12001,0.344,N
43435,39.7,52227,25576,0.586234177,N
43437,32.2,39688,16829,0.56448203,N
43438,60.2,50625,51033,0.604519774,N
43439,64.4,23482,10586,0.388888889,N
43440,57.6,53490,36255,0.464978558,N
43442,41.5,43950,20743,0.411101474,N
43443,37.5,59330,27089,0.512493059,N
43445,41.8,49811,23143,0.488471392,N
43446,66.2,61250,54827,0.348148148,N
43447,40.4,53480,26210,0.508944028,N
43449,44.7,51891,25536,0.530871389,N
43450,42.9,56591,25588,0.462241965,N
43451,38.4,55313,26741,0.571428571,N
43452,46.1,48135,27572,0.496229592,Y
43456,54.9,47344,38389,0.576492537,N
43457,42.9,46518,20190,0.485480268,N
43458,44,47500,22847,0.483974359,N
43460,39.2,49888,26882,0.550205242,N
43462,45.1,49414,26875,0.51255814,N
43464,44.3,52838,23999,0.530737705,N
43465,40.8,45549,23294,0.519840516,N
43466,34.2,63975,25211,0.473750525,N
43467,31.1,26932,20797,0.538461538,N
43468,52.7,70781,23064,0.486352357,N
43469,39.7,53988,27681,0.53105488,N
43501,45,51053,20523,0.556179775,N
43502,38.5,50997,26416,0.526829268,N
43504,48.4,69263,31441,0.541263941,N
43505,42.1,37083,24221,0.62295082,N
43506,42.5,43868,22785,0.475965489,N
43511,46.9,53056,29064,0.589167768,N
43512,39.6,48614,23512,0.510141451,N
43515,39,52026,25296,0.51613296,N
43516,36.2,48966,21586,0.495234854,N
43517,42.2,51250,25428,0.525166445,N
43518,41,43092,19897,0.507241258,N
43519,62.1,29688,21134,0.426966292,N
43521,47.5,41757,22663,0.53948313,N
43522,42.5,58854,28339,0.568,N
43524,46.6,59444,21751,0.453189727,N
43525,30.7,61786,26579,0.530958439,N
43526,35.3,41168,18710,0.492854591,N
43527,41.3,53409,22685,0.497972059,N
43528,40.1,56861,33613,0.528614083,Y
43529,34.2,48750,15858,0.544,N
43531,55.2,23563,11684,0.492537313,N
43532,34.5,49274,20432,0.502444703,N
43533,39.4,51875,22567,0.461016949,N
43534,38.3,41250,18617,0.507135016,N
43535,39.2,42330,21031,0.533707865,N
43536,35.9,47159,17572,0.365733114,N
43537,40.6,60078,31617,0.54509175,Y
43540,37,66507,25610,0.498502097,N
43541,38.8,35179,16070,0.480263158,N
43542,39.8,112653,39406,0.520895522,N
43543,38.5,40980,19633,0.499568168,N
43545,41.1,50507,24961,0.529748603,N
43547,59.7,49500,22390,0.465608466,N
43548,47.6,53636,23415,0.498355263,N
43549,42.1,60469,24072,0.539154539,N
43551,40,66847,34567,0.555335647,Y
43553,45,37222,16916,0.5625,N
43554,40.5,41888,21063,0.552272727,N
43555,57.5,44479,27265,0.622641509,N
43556,35.2,46541,21096,0.493975904,N
43557,40.3,48306,19011,0.435928878,N
43558,44.6,54557,26392,0.550661467,N
43560,40.2,75869,35555,0.513108383,Y
43565,40.1,50500,21602,0.486413043,N
43566,41.2,71631,31745,0.506718089,Y
43567,38.6,51935,23820,0.51602983,N
43569,38.8,49554,21694,0.549586777,N
43570,42.1,47889,22916,0.568573186,Y
43571,39,75625,29715,0.524229075,N
43604,28.3,12149,12540,0.400798492,N
43605,31.7,24933,12858,0.442423582,N
43606,33,40306,24691,0.50726815,Y
43607,30.4,24565,14346,0.465145446,N
43608,34.4,26510,12404,0.405116337,N
43609,32.7,25139,14178,0.490168359,N
43610,36.8,26791,18194,0.498615548,N
43611,40.3,41233,21249,0.499374218,N
43612,32.8,39165,18312,0.502729258,Y
43613,36.9,44883,22147,0.560886893,Y
43614,40.2,46019,25352,0.534778378,N
43615,35.9,38409,25036,0.515611107,Y
43616,43,55451,28161,0.52267757,Y
43617,46.8,76304,39504,0.543446672,Y
43619,40.3,50895,23686,0.523687251,N
43620,41.5,17174,18050,0.475876079,N
43623,42.8,45513,30188,0.504193849,Y
43701,40.6,37061,20739,0.475687446,Y
43713,43.6,42645,22655,0.47323787,N
43716,49.5,46094,23333,0.428304239,N
43717,40,23542,13018,0.356828194,N
43718,41.3,48431,21213,0.46579018,N
43719,36.4,42313,19803,0.464365256,N
43720,53.1,34625,22540,0.460060667,N
43722,38.4,29565,12872,0.533333333,N
43723,38.7,32716,17253,0.524165111,N
43724,41.9,38350,18297,0.275128866,N
43725,43.4,37602,22317,0.457012015,N
43727,40.8,62966,20707,0.537593985,N
43728,40.9,33529,15180,0.400332226,N
43730,33.9,39306,15884,0.496699029,N
43731,37.4,36559,16960,0.433701657,N
43732,46.3,45952,23731,0.486673774,N
43733,25.3,26402,18390,0.854545455,N
43734,35,55592,26339,0.482325216,N
43735,48.8,40550,15888,0.451048951,N
43736,49.1,23438,15703,0.344262295,N
43738,36.4,43750,18616,0.464788732,N
43739,33,52262,21587,0.522655427,N
43740,38.5,23750,13826,0.476861167,N
43746,49,57889,30129,0.461104141,N
43747,29.5,46037,15617,0.354440789,N
43748,42.8,42679,17793,0.411994322,N
43749,39.9,28795,16433,0.408673895,N
43750,55.4,64250,26232,0.633027523,N
43754,38,57721,23442,0.53817734,N
43755,49.6,47273,24039,0.431022159,N
43756,47.7,32631,19076,0.445285877,N
43758,39.5,43438,19770,0.422234859,N
43759,46.2,29583,23949,0.487804878,N
43760,42.9,57364,26162,0.511562719,N
43762,28.6,49659,19170,0.517347462,N
43764,34.8,37334,18388,0.454185181,N
43766,37.9,28641,13856,0.354140915,N
43767,37.8,46830,19891,0.428075052,N
43768,39.1,43125,19280,0.555172414,N
43771,41.4,37097,17300,0.466519092,N
43772,50.3,41250,19625,0.371671388,N
43773,37.2,41236,18422,0.410459588,N
43777,35.1,33519,15350,0.4550963,N
43778,37.7,53333,19372,0.437720329,N
43779,54.7,38015,20098,0.412269939,N
43780,42.7,37647,20176,0.413714286,N
43782,35.9,32604,14805,0.430894309,N
43783,37,48750,19795,0.455294354,N
43786,50.5,32083,19773,0.423076923,N
43787,44.7,35409,19705,0.482509047,N
43788,41.3,54500,19357,0.338159255,N
43793,50,34980,22010,0.377339505,N
43802,41.1,42500,17251,0.489738806,N
43804,25.4,36841,12923,0.409066667,N
43805,55.9,49018,30027,0.833333333,N
43811,39.5,40242,18387,0.528248588,N
43812,42.1,36449,20966,0.451545552,N
43821,38.8,42052,20450,0.514649376,N
43822,43.2,46094,19720,0.484350238,N
43824,33,44741,17551,0.434602893,N
43830,35.5,51648,23722,0.509570129,N
43832,43.9,43813,19816,0.441265656,N
43836,55.1,42083,26485,0.535211268,N
43837,40.1,45357,18989,0.510550695,N
43840,47.3,50568,23956,0.499089253,N
43842,39.3,51339,18923,0.390862944,N
43843,30.9,44531,15867,0.481598985,N
43844,41.3,48889,20358,0.50137817,N
43845,42.8,45303,19911,0.481151616,N
43901,50,42863,24722,0.474248043,N
43902,72.8,46199,26554,0.044117647,N
43903,49.2,38969,20081,0.441398866,N
43905,37.9,20139,14845,0.256684492,N
43906,43.3,34176,19583,0.464987643,N
43907,43.4,40696,20126,0.438840675,N
43908,45.9,37721,19269,0.483490566,N
43910,45.1,53427,24838,0.493696863,N
43912,44.3,31004,19679,0.470309811,N
43913,47.6,40275,22135,0.553177691,N
43915,47.5,38438,22131,0.373053487,N
43917,48.4,42650,21361,0.461810013,N
43920,43.4,35817,21384,0.464781491,N
43926,36.5,38750,20756,0.455284553,N
43930,47.5,47500,23801,0.462759463,N
43931,52.6,52625,21293,0.71969697,N
43932,34.7,38523,19006,0.406458797,N
43933,44.3,42163,20910,0.540240518,N
43934,60.1,14091,14876,0.493670886,N
43935,43.6,34268,22301,0.491812665,N
43938,43.5,42367,20468,0.455773734,N
43939,40.1,33750,19670,0.491039427,N
43940,44.8,50650,21772,0.328159645,N
43942,37.4,46504,24053,0.489943685,N
43943,45.4,39306,21880,0.427553444,N
43944,46.4,42193,22500,0.490690458,N
43945,39.5,39394,22161,0.499842222,N
43946,45.9,41760,20951,0.43858168,N
43947,48.3,43879,24039,0.480007689,N
43948,49.1,39531,19033,0.45825603,N
43950,42.7,51570,25427,0.419556089,Y
43951,62.7,21076,18786,0.398190045,N
43952,40,32045,19679,0.410981787,N
43953,47.1,45035,27850,0.500211452,N
43961,50.1,27188,19479,0.454887218,N
43962,27.3,27500,16035,0.492647059,N
43963,44.5,37629,21445,0.49695586,N
43964,44.1,44468,22505,0.46568313,N
43968,43.9,37889,21396,0.42565964,N
43971,43.2,36250,21195,0.531914894,N
43972,46.5,105900,25737,0.755813953,N
43973,36.4,34342,15167,0.346965131,N
43974,33,26563,19837,0.526315789,N
43976,47.6,42969,24403,0.49619215,N
43977,43.9,42930,22866,0.54910333,N
43983,43,23618,13390,0.341151386,N
43985,24.6,43125,15080,0.338983051,N
43986,37.1,37266,16213,0.422717149,N
43988,47.6,33343,21542,0.429419826,N
44001,44.3,63722,27999,0.532714412,Y
44003,41.4,38076,17425,0.458887545,N
44004,42.1,34150,19659,0.452390977,N
44010,36.6,64286,23627,0.492332099,N
44011,40.8,82603,41876,0.496455224,Y
44012,42.5,80271,40049,0.505196407,Y
44017,38.4,56199,25641,0.571940206,N
44021,39,56767,23196,0.496860542,N
44022,47.6,87135,62552,0.506754728,Y
44023,45.5,98562,47952,0.510130079,N
44024,44,64572,31427,0.523218096,N
44026,46.9,77316,34517,0.564628276,N
44028,45.2,69007,30338,0.545465394,N
44030,39.5,39432,17936,0.42957037,N
44032,35.3,44032,15786,0.461916462,N
44035,38.8,43449,22006,0.52715495,Y
44039,41.8,67127,30428,0.545075457,N
44040,50.4,121136,67742,0.495142589,N
44041,43.2,44287,21602,0.504672897,N
44044,42.5,63834,22733,0.410664775,N
44045,38.1,48750,19988,0.536,N
44046,41.3,66890,26826,0.564343737,N
44047,43.9,48197,23606,0.493158123,N
44048,46,45559,20711,0.389729159,N
44049,34,49286,23877,0.524475524,N
44050,42.3,64514,26776,0.55385102,N
44052,35.2,29448,16665,0.459026247,N
44053,44.1,43855,25609,0.479117999,Y
44054,43.1,51077,24649,0.551270953,N
44055,33.7,30792,15156,0.446620527,N
44056,43.5,80953,39062,0.575843193,N
44057,41.3,50648,24345,0.518200202,N
44060,45,64446,32721,0.562915433,Y
