Zipcode,Median Age,Household Income,Per Capita Income,Employment rate,Has Starbucks
30256,36.9,48795,20784,0.433835182,N
30257,40.6,51750,24174,0.534140969,N
30258,40.8,48375,21078,0.475756471,N
30259,43.7,49722,23047,0.466751918,N
30260,33.8,42204,17479,0.531170293,N
30263,36.8,47331,23666,0.463253745,N
30265,36.7,73826,30341,0.532772694,Y
30268,32.7,47421,22939,0.515714873,N
30269,42.2,87159,38600,0.507267984,Y
30273,35,42620,18884,0.519327852,N
30274,32.3,37920,17135,0.509318924,N
30276,34,64867,27089,0.536456184,N
30277,41.2,75578,32468,0.540554585,N
30281,35.6,53818,23543,0.521621089,Y
30284,51.2,74167,30278,0.727272727,N
30285,33.3,47353,21616,0.538602941,N
30286,41.6,34446,17467,0.447696454,N
30288,30.9,49693,19098,0.532956685,N
30289,57.5,55313,23450,0.384615385,N
30290,40.8,86627,36658,0.518333333,N
30291,31.4,36355,18192,0.474393531,N
30292,31.8,60701,21541,0.53963923,N
30293,46.5,37404,18703,0.434678386,N
30294,35.2,56577,23748,0.548993818,N
30295,43,40639,21213,0.482114377,N
30296,34.2,50810,19877,0.536389965,N
30297,29.9,30598,12244,0.478538912,N
30303,22.8,19000,12180,0.416716657,Y
30305,37.7,85993,74976,0.570172138,Y
30306,37.6,82566,67959,0.648904148,N
30307,35.2,76591,57430,0.633284325,Y
30308,30.2,51584,42155,0.695326762,Y
30309,35,71854,66311,0.725206415,Y
30310,36.6,22861,14667,0.463114311,N
30311,36.4,27651,17213,0.437711371,N
30312,32.7,39105,30162,0.632355936,N
30313,21.2,39670,15706,0.471809464,Y
30314,27.5,23649,12934,0.456593015,Y
30315,34.2,20951,14821,0.397046439,N
30316,36.4,44129,26437,0.530912052,Y
30317,36.6,50548,30618,0.574955459,N
30318,29.7,39421,25451,0.528943344,Y
30319,36.5,87759,63624,0.614691315,Y
30324,33.4,63810,51006,0.695947955,Y
30326,34.1,81794,64121,0.645173896,Y
30327,43.8,139543,95742,0.459863646,Y
30328,37.7,73434,51254,0.572133017,Y
30329,30.9,43933,30532,0.600778299,Y
30331,34.6,41777,22710,0.496455581,Y
30336,29.1,35484,13072,0.404255319,N
30337,34.3,28388,19263,0.53398314,N
30338,38.3,82765,47959,0.519748297,Y
30339,31.7,63871,53088,0.724238256,Y
30340,30.4,40955,18720,0.551031402,N
30341,33.3,52423,31021,0.640299944,N
30342,33.1,68867,51621,0.586735492,Y
30344,35.3,36830,19267,0.511539049,Y
30345,33.7,67335,40502,0.574625943,N
30346,32.4,63409,50100,0.706983025,Y
30349,31.8,43498,21145,0.535385329,N
30350,32.8,51133,44680,0.609129772,Y
30354,32.3,28230,16595,0.460864669,N
30360,32.9,48336,26229,0.570496252,N
30363,27.8,56806,41158,0.746924429,Y
30401,34.5,31228,16013,0.431968492,N
30410,42.8,35991,19449,0.369281046,N
30411,35.3,28919,6378,0.13928162,N
30412,32.7,52500,20323,0.461538462,N
30413,47.4,33375,20291,0.475747508,N
30415,39.6,46636,20406,0.488679492,N
30417,34.4,36459,18702,0.417839949,N
30420,35.3,31094,14178,0.345468629,N
30421,40.4,28902,17780,0.447368421,N
30423,45.5,51250,22746,0.43373494,N
30425,40.5,45347,26357,0.546406141,N
30426,45.8,32500,13376,0.35458613,N
30427,36.2,46486,18840,0.421818182,N
30428,47.1,30750,18262,0.41331546,N
30429,40.1,23707,11751,0.514851485,N
30434,35.7,26125,13357,0.331669163,N
30436,34.5,28394,15519,0.416810345,N
30438,45.7,54063,20943,0.476190476,N
30439,37.3,34625,17945,0.441344325,N
30441,41.2,36410,21227,0.450410959,N
30442,42,25047,15983,0.401505818,N
30445,33.1,30125,13153,0.378567431,N
30446,34.3,41917,21607,0.395470383,N
30448,21.5,49375,20044,0.375,N
30449,42.5,34821,12433,0.439252336,N
30450,34.7,31356,16262,0.487826472,N
30451,52.3,50625,23050,0.571428571,N
30452,43.8,36091,17749,0.486139283,N
30453,33.8,30570,10467,0.261483396,N
30454,50.5,35313,13809,0.240291262,N
30455,50.8,26875,16013,0.415525114,N
30456,39.2,43571,17420,0.419198591,N
30457,37.9,34152,18522,0.352281699,N
30458,23.2,27908,16731,0.457888068,Y
30461,34.6,53606,24355,0.505612245,N
30464,33.1,21667,9206,0.531914894,N
30467,40.2,35620,18658,0.432208169,N
30470,46.6,35100,21101,0.507009346,N
30471,37.4,30898,15687,0.402207235,N
30473,38.1,36651,18590,0.348089968,N
30474,38.3,31946,20741,0.435727901,N
30477,35.3,20992,11730,0.349705882,N
30501,30.7,31588,18076,0.437373477,Y
30504,30,42034,18721,0.50642129,N
30506,41.5,63038,32116,0.510226179,Y
30507,30.5,44527,16108,0.461376051,N
30510,35.7,36926,14998,0.391630382,Y
30511,34.6,44504,20020,0.460593347,N
30512,52.8,39269,22339,0.393914131,Y
30513,48.9,29751,17376,0.422253923,Y
30516,39.7,35625,22797,0.512933754,N
30517,33.6,67712,31315,0.487438313,N
30518,35.1,63843,27427,0.513343217,Y
30519,36.2,70015,26516,0.487610381,Y
30520,38.1,29983,15068,0.399273659,N
30521,46.5,29647,18727,0.420443587,N
30522,61.8,41208,26101,0.428943937,N
30523,48.7,43717,24555,0.431006755,Y
30525,40.5,32620,21233,0.447806959,Y
30527,45,65948,27120,0.508930818,N
30528,40.3,36982,20327,0.450102993,Y
30529,38.2,38632,19088,0.470226662,Y
30530,38.9,43333,18305,0.460342594,N
30531,35.1,35083,17372,0.425600699,Y
30533,36.3,41635,20484,0.508191713,Y
30534,40.2,53289,26133,0.511334382,Y
30535,33.9,41703,17399,0.458452332,N
30536,49.1,42138,25889,0.443670729,N
30537,57.8,46946,28577,0.397468354,N
30538,45.1,40625,16839,0.404136834,N
30540,40.8,37017,19195,0.435324213,Y
30541,47.7,41850,23859,0.56649092,N
30542,36.8,67411,26778,0.538360263,Y
30543,40.8,50146,19738,0.551606621,N
30545,54.3,28221,20409,0.418918919,N
30546,55.7,36871,23228,0.402279635,Y
30547,36.4,39118,19196,0.42934319,N
30548,41.6,77143,31040,0.461215012,N
30549,36.7,58061,25297,0.478301634,Y
30552,54.3,32941,24950,0.451251647,N
30553,43.3,38580,21312,0.429749674,N
30554,37.6,49455,22831,0.48989834,N
30555,41.9,26893,17903,0.376847291,N
30557,41.4,40982,21218,0.505794138,N
30558,40.7,43140,18013,0.462244313,N
30559,50.5,39615,23005,0.443364868,N
30560,48,36913,19624,0.382536847,N
30562,41.9,20862,14804,0.306569343,N
30563,39.3,46646,19560,0.500367782,N
30564,40.5,64213,23422,0.482767905,N
30565,41.7,44589,21374,0.429305284,N
30566,32.1,41559,19842,0.488464691,Y
30567,39.1,50293,23005,0.460301508,N
30568,48.4,52778,22766,0.55826087,N
30571,53.3,55000,32400,0.444191344,N
30572,55.3,28013,17404,0.313597918,N
30573,65.6,122727,47443,0.224489796,N
30575,49.1,46797,27132,0.492882562,N
30576,48.2,30132,18703,0.363486842,N
30577,40.4,37109,18512,0.452462722,N
30582,40.7,42511,16810,0.417230769,N
30601,26,20884,13402,0.453698065,Y
30605,24.4,31319,18570,0.47603277,Y
30606,30.1,39623,26512,0.51744257,Y
30607,31,44225,18917,0.449051833,N
30619,49.9,56000,26896,0.473058083,N
30620,33.2,62500,23500,0.521132608,Y
30621,41.7,72679,29780,0.493445309,N
30622,38,58571,32392,0.507826257,N
30623,45.6,34028,16105,0.489010989,N
30624,37.9,37802,18083,0.430117797,N
30625,45.6,48831,25995,0.49891728,N
30627,49.4,34583,20020,0.475480769,N
30628,36.9,43868,20791,0.460782938,N
30629,44.6,37280,20494,0.417165209,N
30630,44.6,45703,17523,0.434383202,N
30631,44.2,25523,13557,0.390532544,Y
30633,38.8,41074,18751,0.477914037,Y
30634,43.4,43108,19460,0.506931608,N
30635,41.7,34933,18725,0.428373003,N
30641,37.1,82206,31994,0.543740938,N
30642,49.1,45647,32729,0.405485545,N
30643,43.8,35433,20453,0.392639475,N
30646,39.3,42641,19986,0.458648849,Y
30648,41.9,48571,18682,0.441412044,N
30650,37.4,48392,26757,0.47073274,N
30655,36.5,41929,20091,0.426610901,N
30656,37.6,53828,22741,0.49933983,N
30660,38.3,40781,18695,0.439002671,N
30662,35.1,31680,18264,0.46612657,N
30663,45.9,42595,21568,0.438623683,N
30664,64.3,23750,19000,0.454545455,N
30665,36.9,30417,10103,0.318584071,N
30666,37.3,53627,23167,0.516528481,N
30667,33.3,39315,17656,0.391304348,N
30668,48.7,26376,15618,0.384981491,N
30669,40.5,30938,15993,0.418591224,N
30673,44.7,29414,18206,0.41611948,N
30677,39.2,68969,31054,0.509185566,N
30678,52.5,35536,23354,0.437587658,N
30680,33,53266,20995,0.502013765,N
30683,36.8,48077,25356,0.50368297,N
30701,36.2,41923,19336,0.459850121,Y
30705,36.5,35548,16363,0.450804066,N
30707,37.7,39763,20289,0.455698552,N
30708,47.9,80119,23744,0.468864469,N
30710,40.2,42331,21005,0.446280992,N
30711,42.2,32834,17450,0.436586014,N
30720,37.1,42902,23511,0.493290241,Y
30721,31.8,35507,15727,0.490620714,Y
30725,48,50576,26226,0.526937878,N
30728,39.1,38023,19473,0.44126236,N
30730,38.6,36058,15907,0.445233866,N
30731,40,36439,18011,0.454504505,N
30733,44.5,39500,17488,0.368362214,N
30734,42.1,34263,19394,0.424912689,N
30735,35.1,41183,16708,0.462073647,N
30736,38.2,54967,23435,0.515590711,N
30738,46.8,51411,27404,0.547833197,N
30739,41.9,62601,23287,0.461755375,N
30740,35.7,58553,26837,0.489337568,N
30741,39.6,34728,18052,0.482781006,N
30742,44.1,35764,20584,0.504709141,N
30746,38.5,49097,18408,0.533333333,N
30747,41.5,34497,16654,0.378408688,N
30750,27.5,69797,31348,0.493973263,Y
30751,45.5,48942,17647,0.527027027,N
30752,40.7,42385,21836,0.520628045,N
30753,34.8,32409,15130,0.432278657,N
30755,38.1,40218,19775,0.511243386,N
30756,22.7,53889,10974,0.562211982,N
30757,39,31377,15401,0.436363636,N
30802,44.8,67049,28762,0.455244371,N
30803,50.1,24441,16167,0.398473282,N
30805,39.4,38547,15933,0.421696574,N
30807,45.4,38333,19280,0.391304348,N
30808,42.1,43435,19632,0.459909228,N
30809,38.5,86628,35896,0.508369213,Y
30810,42.6,34279,17919,0.434967012,N
30813,31.4,58601,23259,0.490027035,N
30814,39.2,41747,21447,0.468961353,N
30815,33.5,49979,20534,0.480702593,N
30816,40.1,43025,20797,0.525408749,N
30817,45.2,35830,20611,0.460697828,N
30818,28.7,40810,14218,0.305343511,N
30820,40.8,48750,18188,0.460832745,N
30821,46.1,22786,13171,0.454157783,N
30822,31.6,35781,15139,0.387804878,N
30823,43.6,43194,22146,0.487410072,N
30824,37.8,34567,17681,0.409245771,N
30828,41.5,28125,16631,0.37873506,N
30830,34.1,29097,16079,0.393874644,N
30833,38.5,33257,17009,0.443848758,N
30901,36.2,16631,12697,0.37862274,N
30903,29,77176,32473,0.531440162,N
30904,35.8,30691,19593,0.481997855,N
30905,22.3,47872,19357,0.583576896,Y
30906,32.5,34265,16731,0.431441106,N
30907,38.6,62758,32902,0.5282932,Y
30909,34.7,41666,28716,0.529184483,Y
31001,40.4,31722,9608,0.220442571,N
31002,42.8,42439,24531,0.465481172,N
31003,55.3,71875,34225,0.223684211,N
31005,34.8,72254,31658,0.569598688,Y
31006,40.4,28598,16109,0.404459262,N
31007,41.8,29417,14202,0.377375566,N
31008,38.5,54878,23593,0.508721253,N
31009,38.3,29219,18193,0.347572816,N
31011,36.6,40143,20091,0.441176471,N
31012,38.5,45750,10219,0.242553191,N
31014,38.2,35958,20080,0.382405108,N
31015,37.6,34879,18108,0.432988768,N
31016,45.3,35556,18796,0.658472344,N
31017,44.5,38456,21794,0.412364946,N
31018,39.6,46136,12931,0.244019139,N
31019,40.3,37330,17066,0.356732892,N
31020,45.3,27586,18892,0.38187159,N
31021,38,36654,19847,0.380930266,Y
31022,39.8,49800,22933,0.414581844,N
31023,38.1,35568,18806,0.44306879,N
31024,44.1,44379,26157,0.465398683,N
31025,42.3,82143,26052,0.562773267,N
31027,37.4,30128,14791,0.3805113,N
31028,39.4,57444,26544,0.500672948,N
31029,37.4,45728,19807,0.440787487,N
31030,29.3,33116,16180,0.445484916,N
31031,36.7,42203,21350,0.411826191,N
31032,37.6,58560,26678,0.488791849,Y
31033,39,30412,18808,0.500780843,N
31035,32.3,42500,17108,0.405310971,N
31036,42.3,45100,19564,0.401550264,N
31037,35.4,21617,8604,0.175853018,Y
31038,45.4,56607,32444,0.541343669,N
31041,40.7,19940,13970,0.313656388,N
31042,40.2,29849,14141,0.280783582,N
31044,45.9,25915,14780,0.300471328,N
31045,64.1,10833,9431,0.116883117,N
31046,46.6,58156,25703,0.524148607,N
31047,39.3,81379,32816,0.496825835,N
31049,48.4,44028,21688,0.472399768,N
31050,49.6,54239,20374,0.458115183,N
31051,41.8,21944,12930,0.277227723,N
31052,46.2,65333,27933,0.492177236,N
31054,38.6,30972,14033,0.305084746,N
31055,40.9,29295,13006,0.275291538,N
31057,44.9,32869,17081,0.475938402,N
31058,51.2,32304,18168,0.455389008,N
31060,43.8,31066,19716,0.409235669,N
31061,34.5,33558,18471,0.407050262,Y
31063,37.6,25796,13204,0.390265644,N
31064,37.1,41309,21217,0.510051881,N
31065,50.3,31214,20865,0.485915493,N
31066,43.1,31250,27383,0.523992322,N
31067,50.7,45139,18363,0.507751938,N
31068,36.7,34758,12311,0.369432813,N
31069,37.5,51739,25197,0.493789862,N
31070,43.8,43385,18746,0.453458582,N
31071,39.4,33750,16613,0.381458967,N
31072,38.3,39875,18870,0.441767068,N
31075,31.8,42375,19386,0.432643499,N
31076,41,29054,19231,0.469962453,N
31077,45,34850,17928,0.36337488,N
31078,40,30417,16493,0.435951662,N
31079,42.9,35709,18802,0.4026156,N
31081,23,25788,10715,0.626415094,N
31082,37.2,29351,18780,0.419869899,N
31083,34.1,36875,13206,0.457489879,N
31084,24.9,2499,1103,0.056818182,N
31085,35.3,49643,18589,0.46140503,N
31087,42.5,24586,12341,0.31830439,N
31088,34,58276,26993,0.533307941,N
31089,36.7,33477,15746,0.408554572,N
31090,52.3,31000,17791,0.360655738,N
31091,41.3,31010,9420,0.256070228,N
31092,40.1,28540,18585,0.423472474,N
31093,32.2,32445,16791,0.453988768,Y
31094,51.7,38561,24824,0.50307377,N
31096,39.9,35811,15253,0.391518468,N
31097,46.9,39911,23623,0.418930041,N
31098,21.9,56004,18660,0.541488713,N
31201,33.2,18642,14154,0.397944524,N
31204,38.5,27439,19157,0.44348611,N
31206,28.6,23681,10736,0.366203628,N
31210,37.4,62328,33661,0.500436491,Y
31211,38.6,37363,21191,0.460256251,N
31216,39.1,59659,24885,0.486280396,N
31217,36.9,30756,15987,0.394201045,N
31220,36.2,57700,27056,0.529828405,N
31301,26.2,38445,16326,0.465459919,N
31302,35.6,64643,23342,0.481029965,N
31303,43.5,45781,19927,0.401685393,N
31305,39.5,35244,20790,0.463794302,N
31307,41.9,37328,22847,0.433179724,N
31308,35.2,47315,19239,0.437100213,N
31309,41.9,44511,19491,0.507869885,N
31312,38.8,63204,25780,0.529688419,N
31313,27.7,45852,21770,0.51614698,N
31315,20.6,35628,12149,0.365926457,N
31316,34.1,45972,17821,0.455742214,N
31318,48.5,110473,45314,0.698924731,N
31320,40.9,49864,25273,0.481809243,N
31321,33.4,46143,19207,0.449029924,N
31322,32.6,64533,28515,0.5295796,Y
31323,51.3,43869,21504,0.509218055,N
31324,36.1,80288,31613,0.554694792,Y
31326,33.6,67723,26527,0.502057409,Y
31328,53.8,53471,33690,0.459597477,N
31329,34.6,51359,20016,0.44184563,N
31331,46.6,39650,21250,0.452240833,N
31401,27.7,23090,20075,0.441641473,Y
31404,31.9,31263,16634,0.481159512,Y
31405,34.6,43051,23719,0.477415172,Y
31406,36.2,44547,24496,0.522668824,Y
31407,31.5,62760,26646,0.508979968,N
31408,33.9,30029,14097,0.37826942,Y
31410,41.8,68834,38085,0.554293946,Y
31411,63.6,106979,64753,0.326860841,N
31415,33.7,24125,12939,0.394840618,N
31419,30.7,48750,24517,0.555801206,Y
31501,39.8,30829,17971,0.389157923,Y
31503,36.1,37236,19831,0.410771742,N
31510,36.5,34300,18798,0.42314897,N
31512,30,49868,21746,0.46681019,N
31513,37.8,36533,19698,0.459103063,N
31516,38.3,38125,20014,0.417826534,N
31518,50.1,37457,21929,0.396917148,N
31519,40.5,33367,18930,0.437659033,N
31520,36.7,29522,17441,0.487434825,Y
31522,53.2,66580,48045,0.506331672,Y
31523,36.1,57021,24540,0.508412947,Y
31525,36.4,46082,23223,0.511070111,Y
31527,65.7,70964,49193,0.415584416,N
31532,32.9,36719,19457,0.411940299,N
31533,36.8,32222,17764,0.395964458,N
31535,32.3,41069,18183,0.477933436,N
31537,39.6,42162,16800,0.380555301,N
31539,36.1,36101,17490,0.431704393,N
31542,33.6,27600,15354,0.378267364,N
31543,38.3,41661,17236,0.434399396,N
31544,56.9,19952,13896,0.408163265,N
31545,35.3,33456,16886,0.435352904,N
31546,40.5,38831,16860,0.347894865,N
31547,22,45238,24428,0.806722689,N
31548,31.3,55238,21351,0.50651341,N
31549,34,19097,13438,0.343653251,N
31550,41.6,37468,23606,0.642156863,N
31551,30.3,36750,14123,0.375573921,N
31552,39.8,41429,16826,0.473326867,N
31553,40.2,31321,16203,0.377134088,N
31554,34.9,33521,11330,0.269921579,N
31555,37.3,40000,18381,0.446786455,N
31556,29,21875,8625,0.327586207,N
31557,45.3,35385,21639,0.387776607,N
31558,29.5,50879,23239,0.505342492,N
31560,41.4,36505,20019,0.497215002,N
31561,36.7,19444,22095,0.375,N
31562,35.9,35027,18556,0.524450426,N
31563,38.8,42024,18177,0.450980392,N
31565,50.4,40208,23777,0.512311902,N
31566,39.3,41675,15954,0.432600489,N
31567,39.4,41133,18807,0.466487936,N
31568,38.9,29118,21204,0.50049554,N
31569,42.4,52121,25632,0.474470046,N
31601,29.2,24582,12881,0.457224447,Y
31602,29.6,36181,21530,0.518084951,Y
31605,28.2,53807,22925,0.533629794,N
31606,37.6,48861,20729,0.478786384,N
31620,36.6,36863,19827,0.451136257,N
31622,36,32361,18535,0.411953042,N
31623,43,35250,7577,0.466666667,N
31624,36.1,38194,17139,0.4,N
31625,41.5,30448,14524,0.483481576,N
31626,47.1,43231,19204,0.455414909,N
31627,36.7,24196,13597,0.507246377,N
31629,53.6,33679,15390,0.378510379,N
31630,24.5,34628,15650,0.392197125,N
31631,41.4,41625,16650,0.42510699,N
31632,33.1,51578,22049,0.479495268,N
31634,36.9,23547,17991,0.401219512,N
31635,35.6,31151,16706,0.381240545,N
31636,36.1,44975,20655,0.472233777,N
31637,41.5,30116,16801,0.478564307,N
31638,32.6,24472,15801,0.45183714,N
31639,40.5,30607,17518,0.429365003,N
31641,34.1,47043,17561,0.505989732,N
31642,34.4,27674,15836,0.430322844,N
31643,40,36411,18963,0.445377185,N
31645,30.2,39846,15849,0.393608213,N
31647,31.6,33844,16289,0.462695732,N
31648,27.6,24183,11425,0.4381036,N
31649,36.9,46417,24777,0.489439184,N
31650,35.6,25139,15259,0.437757365,N
31701,33,20872,13734,0.377835748,N
31705,29.4,27112,13904,0.440880215,N
31707,35.2,34654,22291,0.507287481,Y
31709,32.8,37056,20302,0.479633401,N
31711,43.9,33021,14104,0.438271605,N
31712,46.7,45179,19243,0.506986028,N
31714,40.1,25725,17005,0.373964308,N
31716,37.8,35450,17244,0.477813277,N
31719,33.2,29667,14962,0.425748165,N
31720,40.2,23092,12071,0.376518219,N
31721,40,61026,29216,0.480809102,N
31722,35.3,25000,11713,0.335849057,N
31730,36.2,33350,17721,0.449506613,N
31733,46.8,63125,25549,0.488215488,N
31735,40.7,44375,24177,0.366626066,N
31738,38,41319,21588,0.44359673,N
31743,40.3,29375,14236,0.415274463,N
31744,35.9,38900,18043,0.424463051,N
31747,51.4,20500,15248,0.346938776,N
31749,35.1,40811,13689,0.388219084,N
31750,37,29934,14764,0.364349245,N
31756,46.3,32813,15214,0.31542594,N
31757,38.9,42131,19867,0.419938414,N
31763,36.1,58235,26245,0.477701939,N
31764,43.9,34138,16906,0.510394265,N
31765,42,24056,14313,0.387740556,N
31768,36.4,30511,16710,0.439833502,N
31771,32.9,33524,17690,0.494763976,N
31772,44.6,41912,18321,0.484288355,N
31773,46.3,37872,18282,0.40634175,N
31774,36.2,31752,16833,0.385346664,N
31775,32.4,18375,12815,0.395767196,N
31778,48.6,37254,24751,0.472593871,N
31779,37.1,26995,12856,0.306036217,N
31780,44.7,29274,16606,0.388384755,N
31781,41.9,37981,18281,0.501301406,N
31783,41.5,38750,19507,0.417849899,N
31784,35,36136,19310,0.467277487,N
31787,39.1,29535,19891,0.452181208,N
31788,31.9,37906,17353,0.456721915,Y
31789,41.5,29358,15776,0.436635945,N
31790,40.5,40759,18504,0.431610942,N
31791,39.4,35594,18658,0.447108361,N
31792,37.5,31591,21275,0.427639557,N
31793,29.4,47607,19015,0.461420092,N
31794,36.6,31069,19187,0.399024353,Y
31795,28.3,46046,17507,0.510900864,N
31796,54.2,28717,20665,0.37721519,N
31798,43.4,51211,21396,0.400460299,N
31801,46.3,34811,15548,0.446610169,N
31803,39.4,31815,18233,0.440323063,N
31804,41.1,88151,32610,0.513405495,N
31805,34.1,34271,17550,0.509096332,N
31806,40.6,38600,19141,0.442315702,N
31807,39,75563,33230,0.542386501,N
31808,41.4,81325,33385,0.519549763,N
31810,46.7,26875,19889,0.447004608,N
31811,39.5,52283,27425,0.476285373,N
31812,47.9,17560,18349,0.370927318,N
31814,23.9,43618,16645,0.354330709,N
31815,36.9,30721,13981,0.322683706,N
31816,36.7,32878,16342,0.384943182,N
31820,42.6,101193,43390,0.525040955,Y
31821,31.8,21756,11214,0.418552036,N
31822,41.9,44472,27336,0.473572189,N
31823,45.1,37396,23426,0.582524272,N
31824,37.6,36037,17955,0.473627557,N
31825,46,20303,14550,0.397269863,N
31826,38.6,37885,17145,0.411745514,N
31827,44.7,25000,14783,0.430855019,N
31829,40.6,99508,31971,0.488646685,N
31830,43.7,35301,17040,0.384397163,N
31831,44.7,51633,28419,0.550612123,N
31832,61.2,58438,29787,0.598425197,N
31833,41.4,34167,21383,0.423428057,N
31836,47.6,20375,21139,0.451759364,N
31901,34,14504,13814,0.361829026,N
31903,29.8,22063,11725,0.421262282,N
31904,38.6,42392,30871,0.47439536,Y
31905,21.3,52260,17723,0.62006079,Y
31906,37,33974,24178,0.479019789,N
31907,35.1,40972,19314,0.458625723,N
31909,34.2,58447,28503,0.545407473,Y
32003,41.2,89419,34453,0.504802004,Y
32008,48.4,28537,19377,0.441864717,N
32009,38.1,56750,21640,0.507329509,N
32011,40.8,52509,22575,0.490062582,N
32024,37.4,39300,19451,0.474373965,N
32025,35.2,39916,17493,0.422646845,N
32033,44,49257,26529,0.448813849,N
32034,49.4,62932,37240,0.469358579,Y
32038,47.6,40729,22363,0.439307064,N
32040,39.7,60881,25323,0.542615671,N
32043,39.5,56283,26782,0.493799682,N
32044,38.5,42813,17791,0.420454545,N
32046,38.2,45918,20829,0.462591741,N
32052,36.5,42784,13333,0.297865092,N
32053,44.7,36766,22348,0.435768262,N
32054,38.7,41450,15345,0.351388413,N
32055,40.5,34974,19845,0.453847549,Y
32058,38.3,42500,15610,0.372569738,N
32059,36.4,39219,17589,0.433318161,N
32060,42.7,41129,20041,0.445543255,N
32061,47.6,63359,16140,0.218181818,N
32062,43.2,34063,16553,0.38686821,N
32063,35.9,47823,20041,0.40563976,Y
32064,34.4,24090,14169,0.347171466,N
32065,32,63850,24407,0.501293571,N
32066,33.5,41509,18820,0.431942689,N
32068,38.2,56573,23868,0.507981027,N
32071,48.7,25815,16418,0.398923905,N
32072,58.4,65818,23131,0.711340206,N
32073,39.4,52800,27245,0.540600132,Y
32079,81.2,33056,25435,0.075085324,N
32080,53.2,58648,38612,0.52,Y
32081,36.2,85354,35401,0.437259101,N
32082,49.6,87878,62837,0.508057418,Y
32083,41.3,47400,7721,0.183959262,N
32084,40.7,37670,21126,0.506049753,Y
32086,47.7,47670,26398,0.492619048,N
32087,32.8,35509,12578,0.291674159,N
32091,40.7,38443,18703,0.442343666,N
32092,35.7,87640,35826,0.502503338,Y
32094,53.3,33911,19108,0.364554637,N
32095,39.6,63651,30981,0.483169811,Y
32096,48.4,30962,17390,0.467723232,N
32097,38.9,54851,24402,0.485632731,Y
32102,60.6,30120,19650,0.384803922,N
32110,40.3,33967,18635,0.432077474,N
32112,39.2,28214,13444,0.331314571,N
32113,48.5,34750,20136,0.49953866,N
32114,32.4,25150,14521,0.419000919,Y
32117,40.9,27106,15921,0.450248953,N
32118,55.8,33942,27860,0.468594154,Y
32119,45.5,35727,21976,0.459234125,N
32124,36.8,43698,20324,0.287946865,N
32127,50.2,43857,27654,0.460671159,Y
32128,51.9,63161,38189,0.437596393,N
32129,48.1,40497,23404,0.479310345,N
32130,41.2,44677,19763,0.432081675,N
32131,41.7,41619,27095,0.418652144,N
32132,50,45213,24819,0.501124269,N
32134,50.3,33539,16721,0.407758403,N
32136,56.4,48767,32663,0.401414088,N
32137,53.7,51153,28756,0.378866837,Y
32139,57.1,22768,17061,0.411660777,N
32140,48.5,45321,23896,0.394916911,N
32141,49.4,44518,24802,0.438422279,N
32145,43.6,41750,18564,0.460644372,N
32148,46.3,31064,17123,0.361147695,N
32157,41.8,57708,14379,0.317777778,N
32159,68.1,41070,26285,0.287585713,Y
32162,68.6,56133,37243,0.163314061,Y
32164,43,46405,20520,0.425622776,Y
32168,49.4,46200,28604,0.446879232,N
32169,59.1,55101,37840,0.379866855,N
32174,51.3,48544,30010,0.423574519,Y
32176,55.9,43166,36179,0.424058323,Y
32177,38.4,32357,18458,0.411857411,N
32179,50,34358,19115,0.440401688,N
32180,39.2,34464,20154,0.41374269,N
32181,50.2,27585,16196,0.340347667,N
32187,46.5,30300,18933,0.492985972,N
32189,53,33739,18639,0.372993546,N
32190,43.5,39507,22498,0.476363636,N
32193,57.4,32011,17436,0.229219144,N
32195,52.6,52368,25613,0.487581699,N
32202,37.7,15000,11099,0.196459895,N
32204,38.4,34101,28349,0.509148265,Y
32205,36.6,41444,25374,0.526471578,N
32206,36.7,24419,15061,0.421992208,N
32207,39,39263,31694,0.535757128,Y
32208,41.2,32925,17661,0.473666476,N
32209,34.6,21273,12550,0.382663908,N
32210,36.3,42365,22876,0.525464032,Y
32211,34.2,39061,20384,0.52262151,Y
32212,23.1,61250,20548,0.738146552,N
32216,35.8,48276,25759,0.558897899,N
32217,38.2,46157,30246,0.515715594,Y
32218,33.6,46863,21815,0.501793842,Y
32219,42.9,43469,20242,0.539653766,N
32220,35.2,53255,21493,0.507318741,N
32221,37,58990,24903,0.519573326,N
32222,36.3,62106,23415,0.520702888,Y
32223,44.3,77031,40881,0.55985815,Y
32224,33.2,60704,33142,0.550516152,Y
32225,36.9,61723,30353,0.547826087,Y
32226,37.3,70284,28327,0.506478496,N
32227,23.4,36616,19883,0.63,N
32233,36.8,50338,33172,0.561703959,N
32234,38.9,50159,20239,0.490976556,N
32244,31.9,48290,20777,0.53178166,Y
32246,32.9,51371,24538,0.565018996,Y
32250,42.3,56466,37237,0.566386035,Y
32254,33.5,26457,13429,0.436077058,N
32256,32.7,54160,35244,0.595142914,Y
32257,39.9,54113,32582,0.573339241,Y
32258,34.9,83023,35550,0.596466946,Y
32259,38.7,96166,40881,0.52113253,Y
32266,41.5,67045,50582,0.597284393,Y
32277,34.9,44283,21981,0.51782994,N
32301,27,39083,21156,0.592692781,Y
32303,28,44722,23970,0.602172655,Y
32304,21.6,16521,10072,0.533859164,Y
32305,32.7,35515,17402,0.517654538,N
32308,39.9,53483,32932,0.536773269,N
32309,42.3,83765,38938,0.531298336,Y
