,0,1,Zipcode,Another_Store_Present
9607,0.705,0.295,36088,0
12240,0.705,0.295,45504,0
17972,0.705,0.295,62241,0
410,0.705,0.295,1944,0
21746,0.705,0.295,74060,0
7473,0.705,0.295,28109,0
624,0.705,0.295,2738,0
15754,0.705,0.295,56020,0
11868,0.705,0.295,44270,0
369,0.705,0.295,1830,0
1651,0.705,0.295,6040,0
2164,0.705,0.295,7852,0
187,0.705,0.295,1106,0
16616,0.705,0.295,58072,0
5382,0.705,0.295,19374,0
2238,0.705,0.295,8039,0
25608,0.705,0.295,95987,0
17776,0.705,0.295,61754,0
15478,0.705,0.295,55056,0
12749,0.705,0.295,47136,0
14806,0.705,0.295,53074,0
23847,0.705,0.295,82932,0
23608,0.705,0.295,81030,0
2751,0.705,0.295,11958,0
21518,0.705,0.295,73173,0
2443,0.705,0.295,8823,0
12434,0.705,0.295,46055,0
18658,0.705,0.295,63869,0
15698,0.705,0.295,55934,0
22734,0.705,0.295,77554,0
17760,0.705,0.295,61737,0
449,0.71,0.29,2108,0
9033,0.71,0.29,33572,0
17755,0.71,0.29,61732,0
20377,0.71,0.29,69133,0
2195,0.71,0.29,7945,0
21110,0.71,0.29,72176,0
4644,0.71,0.29,16851,0
15549,0.71,0.29,55358,0
11440,0.71,0.29,42758,0
26399,0.71,0.29,99345,0
18178,0.71,0.29,62617,0
12805,0.71,0.29,47326,0
1027,0.71,0.29,4086,0
10609,0.71,0.29,39305,0
17294,0.71,0.29,60124,0
1884,0.71,0.29,6830,0
19592,0.71,0.29,67055,0
15509,0.71,0.29,55123,0
10644,0.71,0.29,39366,0
22627,0.71,0.29,77068,0
18147,0.71,0.29,62541,0
2126,0.71,0.29,7740,0
25052,0.71,0.29,92339,0
19068,0.71,0.29,65287,0
18769,0.71,0.29,64152,0
15923,0.71,0.29,56258,0
5561,0.71,0.29,20710,0
24160,0.71,0.29,84092,0
18010,0.71,0.29,62293,0
16406,0.715,0.285,57433,0
482,0.715,0.285,2148,0
13150,0.715,0.285,48198,0
14127,0.715,0.285,50519,0
6027,0.715,0.285,23079,0
13572,0.715,0.285,49301,0
15508,0.715,0.285,55121,0
26435,0.715,0.285,99567,0
687,0.715,0.285,2874,0
26219,0.715,0.285,98631,0
12779,0.715,0.285,47232,0
475,0.715,0.285,2139,0
17821,0.715,0.285,61853,0
3294,0.715,0.285,13155,0
9689,0.715,0.285,36439,0
875,0.715,0.285,3609,0
1816,0.715,0.285,6510,0
5347,0.715,0.285,19129,0
1897,0.715,0.285,6890,0
9456,0.715,0.285,35614,0
14229,0.715,0.285,50653,0
13018,0.715,0.285,47941,0
14882,0.715,0.285,53508,0
1765,0.715,0.285,6403,0
9910,0.715,0.285,37141,0
15525,0.715,0.285,55322,0
16813,0.715,0.285,58570,0
3003,0.715,0.285,12540,0
12829,0.715,0.285,47358,0
12606,0.715,0.285,46743,0
7205,0.715,0.285,27243,0
2778,0.715,0.285,12027,0
1827,0.715,0.285,6525,0
21387,0.715,0.285,72916,0
21829,0.715,0.285,74445,0
10602,0.715,0.285,39208,0
23420,0.72,0.28,80005,0
534,0.72,0.28,2458,0
1883,0.72,0.28,6825,0
177,0.72,0.28,1092,0
18228,0.72,0.28,62711,0
2855,0.72,0.28,12156,0
2924,0.72,0.28,12433,0
20544,0.72,0.28,70510,0
2129,0.72,0.28,7748,0
16054,0.72,0.28,56475,0
14822,0.72,0.28,53104,0
11475,0.72,0.28,43060,0
25984,0.72,0.28,97735,0
2462,0.72,0.28,8852,0
20103,0.72,0.28,68512,0
16638,0.72,0.28,58230,0
24177,0.72,0.28,84312,0
9002,0.72,0.28,33462,0
20378,0.72,0.28,69134,0
22056,0.72,0.28,75163,0
1937,0.72,0.28,7036,0
17281,0.72,0.28,60083,0
25328,0.72,0.28,95012,0
3698,0.72,0.28,14445,0
16217,0.72,0.28,57002,0
19569,0.72,0.28,67021,0
13367,0.72,0.28,48820,0
5385,0.72,0.28,19425,0
2802,0.72,0.28,12060,0
3994,0.72,0.28,15202,0
308,0.72,0.28,1545,0
2205,0.72,0.28,7981,0
5495,0.72,0.28,20129,0
17292,0.72,0.28,60113,0
10626,0.72,0.28,39342,0
16860,0.725,0.275,58721,0
8212,0.725,0.275,30238,0
22165,0.725,0.275,75561,0
319,0.725,0.275,1581,0
12650,0.725,0.275,46845,0
21025,0.725,0.275,72034,0
5606,0.725,0.275,21005,0
24385,0.725,0.275,85354,0
21548,0.725,0.275,73491,0
2484,0.725,0.275,8902,0
22462,0.725,0.275,76527,0
25815,0.725,0.275,97127,0
17722,0.725,0.275,61553,0
26264,0.725,0.275,98850,0
22330,0.725,0.275,76060,0
21938,0.725,0.275,74820,0
24850,0.725,0.275,89007,0
14755,0.725,0.275,52777,0
12408,0.725,0.275,45889,0
334,0.725,0.275,1612,0
9260,0.725,0.275,34786,0
22047,0.725,0.275,75152,0
24783,0.725,0.275,88125,0
19941,0.725,0.275,68050,0
20062,0.725,0.275,68421,0
23533,0.725,0.275,80735,0
5805,0.725,0.275,21851,0
21231,0.725,0.275,72524,0
7263,0.725,0.275,27510,0
6069,0.725,0.275,23177,0
23862,0.725,0.275,83110,0
23541,0.725,0.275,80745,0
1661,0.725,0.275,6062,0
14033,0.73,0.27,50244,0
13908,0.73,0.27,50046,0
23987,0.73,0.27,83466,0
1809,0.73,0.27,6482,0
17332,0.73,0.27,60425,0
10426,0.73,0.27,38730,0
18624,0.73,0.27,63784,0
2001,0.73,0.27,7205,0
6145,0.73,0.27,23690,0
23769,0.73,0.27,82240,0
15521,0.73,0.27,55315,0
24919,0.73,0.27,89445,0
326,0.73,0.27,1604,0
22889,0.73,0.27,78116,0
354,0.73,0.27,1757,0
26103,0.73,0.27,98282,0
16733,0.73,0.27,58426,0
323,0.73,0.27,1590,0
1513,0.73,0.27,5488,0
3925,0.73,0.27,15025,0
2978,0.73,0.27,12501,0
20424,0.73,0.27,69340,0
23423,0.73,0.27,80019,0
24812,0.73,0.27,88324,0
1660,0.73,0.27,6061,0
22855,0.73,0.27,78026,0
24802,0.73,0.27,88265,0
25797,0.73,0.27,97067,0
11447,0.73,0.27,42788,0
15444,0.73,0.27,55005,0
420,0.735,0.265,1982,0
2707,0.735,0.265,11732,0
2250,0.735,0.265,8054,0
4635,0.735,0.265,16839,0
14742,0.735,0.265,52756,0
6748,0.735,0.265,25438,0
18184,0.735,0.265,62627,0
3058,0.735,0.265,12750,0
1941,0.735,0.265,7042,0
1890,0.735,0.265,6854,0
16335,0.735,0.265,57278,0
2275,0.735,0.265,8084,0
24139,0.735,0.265,84055,0
22815,0.735,0.265,77963,0
1038,0.735,0.265,4102,0
3892,0.735,0.265,14878,0
6724,0.735,0.265,25304,0
23358,0.735,0.265,79741,0
22871,0.735,0.265,78065,0
423,0.735,0.265,1985,0
26547,0.735,0.265,99740,0
16186,0.735,0.265,56723,0
23372,0.735,0.265,79765,0
9594,0.735,0.265,36052,0
25006,0.735,0.265,92003,0
18776,0.735,0.265,64167,0
12084,0.735,0.265,45066,0
26185,0.735,0.265,98580,0
5722,0.735,0.265,21654,0
16020,0.735,0.265,56401,0
2463,0.735,0.265,8853,0
5758,0.735,0.265,21738,0
24566,0.735,0.265,87025,0
8254,0.735,0.265,30360,0
7965,0.735,0.265,29505,0
12962,0.735,0.265,47725,0
16644,0.735,0.265,58239,0
3338,0.735,0.265,13325,0
2436,0.735,0.265,8810,0
17421,0.74,0.26,60924,0
2043,0.74,0.26,7463,0
16451,0.74,0.26,57532,0
20669,0.74,0.26,70778,0
4905,0.74,0.26,17721,0
21928,0.74,0.26,74750,0
8584,0.74,0.26,31647,0
18786,0.74,0.26,64428,0
2064,0.74,0.26,7606,0
18762,0.74,0.26,64137,0
22369,0.74,0.26,76250,0
3632,0.74,0.26,14102,0
21826,0.74,0.26,74438,0
22750,0.74,0.26,77597,0
19161,0.74,0.26,65617,0
9605,0.74,0.26,36081,0
26348,0.74,0.26,99135,0
8906,0.74,0.26,32836,0
707,0.74,0.26,2905,0
14348,0.74,0.26,51239,0
19882,0.74,0.26,67851,0
1512,0.74,0.26,5487,0
3914,0.74,0.26,15005,0
16713,0.74,0.26,58374,0
2156,0.74,0.26,7842,0
5537,0.74,0.26,20650,0
10937,0.74,0.26,40818,0
24928,0.74,0.26,89821,0
2069,0.74,0.26,7624,0
24961,0.74,0.26,90290,0
20862,0.74,0.26,71461,0
7298,0.74,0.26,27591,0
336,0.74,0.26,1702,0
21667,0.74,0.26,73768,0
22338,0.74,0.26,76078,0
16622,0.74,0.26,58102,0
2039,0.74,0.26,7458,0
14523,0.74,0.26,52136,0
20110,0.74,0.26,68526,0
9857,0.74,0.26,37020,0
14200,0.74,0.26,50612,0
23824,0.74,0.26,82712,0
11372,0.74,0.26,42420,0
26566,0.74,0.26,99759,0
23633,0.74,0.26,81076,0
13014,0.74,0.26,47930,0
2191,0.74,0.26,7934,0
5781,0.74,0.26,21791,0
1918,0.74,0.26,7014,0
2880,0.74,0.26,12189,0
16914,0.74,0.26,58831,0
15009,0.74,0.26,53953,0
23219,0.74,0.26,79118,0
11268,0.74,0.26,42071,0
659,0.74,0.26,2818,0
2287,0.74,0.26,8096,0
21066,0.745,0.255,72103,0
14280,0.745,0.255,50863,0
1674,0.745,0.255,6081,0
8833,0.745,0.255,32580,0
517,0.745,0.255,2356,0
11030,0.745,0.255,41098,0
9494,0.745,0.255,35750,0
18947,0.745,0.255,64830,0
26598,0.745,0.255,99824,0
9318,0.745,0.255,35080,0
10885,0.745,0.255,40361,0
10534,0.745,0.255,39047,0
495,0.745,0.255,2186,0
21003,0.745,0.255,72003,0
15494,0.745,0.255,55088,0
2473,0.745,0.255,8872,0
2792,0.745,0.255,12046,0
2521,0.745,0.255,10506,0
2248,0.745,0.255,8052,0
2118,0.745,0.255,7731,0
2872,0.745,0.255,12177,0
7197,0.745,0.255,27214,0
15483,0.745,0.255,55071,0
1903,0.745,0.255,6905,0
8211,0.745,0.255,30236,0
8983,0.745,0.255,33330,0
1928,0.745,0.255,7027,0
243,0.745,0.255,1351,0
21471,0.745,0.255,73071,0
3332,0.745,0.255,13319,0
12282,0.745,0.255,45674,0
2137,0.745,0.255,7760,0
8169,0.745,0.255,30122,0
5694,0.745,0.255,21617,0
21778,0.745,0.255,74134,0
2253,0.745,0.255,8057,0
16913,0.745,0.255,58830,0
11804,0.745,0.255,44056,0
21864,0.745,0.255,74543,0
13190,0.745,0.255,48353,0
3219,0.745,0.255,13027,0
5986,0.745,0.255,22963,0
26142,0.745,0.255,98380,0
4589,0.745,0.255,16686,0
23960,0.745,0.255,83422,0
9012,0.745,0.255,33493,0
22603,0.745,0.255,77013,0
13464,0.745,0.255,49053,0
18263,0.745,0.255,62841,0
2525,0.745,0.255,10516,0
1037,0.745,0.255,4101,0
17684,0.745,0.255,61482,0
14681,0.745,0.255,52585,0
26471,0.745,0.255,99625,0
3452,0.745,0.255,13633,0
9411,0.75,0.25,35480,0
2603,0.75,0.25,10986,0
13924,0.75,0.25,50064,0
3780,0.75,0.25,14625,0
21626,0.75,0.25,73701,0
15650,0.75,0.25,55766,0
5952,0.75,0.25,22840,0
26054,0.75,0.25,97913,0
2114,0.75,0.25,7726,0
25273,0.75,0.25,94505,0
21165,0.75,0.25,72404,0
2457,0.75,0.25,8840,0
22592,0.75,0.25,76939,0
539,0.75,0.25,2464,0
7277,0.75,0.25,27549,0
7927,0.75,0.25,29420,0
14351,0.75,0.25,51242,0
21891,0.75,0.25,74631,0
14009,0.75,0.25,50217,0
2273,0.75,0.25,8081,0
6126,0.75,0.25,23459,0
12694,0.75,0.25,46988,0
21690,0.75,0.25,73901,0
2094,0.75,0.25,7666,0
2183,0.75,0.25,7924,0
22516,0.75,0.25,76655,0
2179,0.75,0.25,7901,0
2607,0.75,0.25,10990,0
6564,0.75,0.25,24925,0
8402,0.75,0.25,30813,0
24021,0.75,0.25,83611,0
23305,0.75,0.25,79518,0
341,0.75,0.25,1730,0
16902,0.75,0.25,58784,0
13117,0.75,0.25,48130,0
4352,0.75,0.25,16024,0
23373,0.75,0.25,79766,0
23085,0.75,0.25,78728,0
15691,0.75,0.25,55925,0
16684,0.75,0.25,58327,0
2498,0.75,0.25,10307,0
14735,0.75,0.25,52749,0
3924,0.75,0.25,15024,0
12610,0.75,0.25,46748,0
960,0.75,0.25,3884,0
12615,0.75,0.25,46761,0
16559,0.75,0.25,57787,0
396,0.75,0.25,1904,0
1824,0.75,0.25,6518,0
8506,0.75,0.25,31308,0
2784,0.75,0.25,12035,0
23301,0.75,0.25,79510,0
9522,0.75,0.25,35824,0
17293,0.75,0.25,60120,0
21552,0.75,0.25,73521,0
24563,0.75,0.25,87022,0
19316,0.75,0.25,66066,0
13312,0.75,0.25,48708,0
463,0.75,0.25,2125,0
3484,0.755,0.245,13673,0
22956,0.755,0.245,78362,0
1710,0.755,0.245,6242,0
485,0.755,0.245,2151,0
3048,0.755,0.245,12738,0
5526,0.755,0.245,20626,0
16126,0.755,0.245,56592,0
7672,0.755,0.245,28604,0
13385,0.755,0.245,48848,0
5290,0.755,0.245,18969,0
26496,0.755,0.245,99656,0
2084,0.755,0.245,7648,0
15515,0.755,0.245,55307,0
3218,0.755,0.245,13026,0
12476,0.755,0.245,46157,0
3485,0.755,0.245,13674,0
7681,0.755,0.245,28616,0
2172,0.755,0.245,7869,0
11063,0.755,0.245,41226,0
26527,0.755,0.245,99692,0
12044,0.755,0.245,44847,0
15506,0.755,0.245,55119,0
25277,0.755,0.245,94515,0
16531,0.755,0.245,57744,0
18975,0.755,0.245,65010,0
8873,0.755,0.245,32724,0
18954,0.755,0.245,64841,0
1699,0.755,0.245,6119,0
12346,0.755,0.245,45809,0
15482,0.755,0.245,55070,0
16833,0.755,0.245,58634,0
16742,0.755,0.245,58440,0
4799,0.755,0.245,17244,0
5395,0.755,0.245,19473,0
10332,0.755,0.245,38506,0
17795,0.755,0.245,61813,0
16727,0.755,0.245,58420,0
18939,0.755,0.245,64778,0
5045,0.755,0.245,18042,0
2209,0.755,0.245,8004,0
5295,0.755,0.245,19002,0
759,0.755,0.245,3106,0
1138,0.755,0.245,4441,0
1404,0.755,0.245,5055,0
17824,0.755,0.245,61856,0
18731,0.755,0.245,64082,0
942,0.755,0.245,3857,0
21172,0.755,0.245,72416,0
23568,0.755,0.245,80823,0
24202,0.755,0.245,84340,0
4284,0.755,0.245,15829,0
14898,0.755,0.245,53531,0
5715,0.755,0.245,21647,0
965,0.755,0.245,3894,0
1126,0.755,0.245,4421,0
13112,0.755,0.245,48118,0
8745,0.755,0.245,32308,0
24792,0.755,0.245,88220,0
3841,0.755,0.245,14803,0
10995,0.755,0.245,41004,0
611,0.755,0.245,2702,0
19811,0.755,0.245,67640,0
21115,0.755,0.245,72210,0
9598,0.755,0.245,36067,0
21324,0.755,0.245,72718,0
20179,0.76,0.24,68736,0
9414,0.76,0.24,35501,0
23179,0.76,0.24,79045,0
21568,0.76,0.24,73544,0
2295,0.76,0.24,8107,0
20465,0.76,0.24,70079,0
5612,0.76,0.24,21032,0
24235,0.76,0.24,84627,0
12776,0.76,0.24,47229,0
22244,0.76,0.24,75791,0
9621,0.76,0.24,36115,0
17150,0.76,0.24,59640,0
24145,0.76,0.24,84064,0
15783,0.76,0.24,56054,0
3970,0.76,0.24,15088,0
15516,0.76,0.24,55308,0
19724,0.76,0.24,67458,0
18397,0.76,0.24,63021,0
19298,0.76,0.24,66030,0
3350,0.76,0.24,13339,0
2449,0.76,0.24,8829,0
419,0.76,0.24,1970,0
22013,0.76,0.24,75009,0
3208,0.76,0.24,12986,0
1666,0.76,0.24,6068,0
16393,0.76,0.24,57384,0
18795,0.76,0.24,64439,0
17336,0.76,0.24,60436,0
12011,0.76,0.24,44709,0
16067,0.76,0.24,56518,0
7446,0.76,0.24,28023,0
7899,0.76,0.24,29334,0
2583,0.76,0.24,10931,0
15449,0.76,0.24,55012,0
355,0.76,0.24,1760,0
17039,0.76,0.24,59313,0
19954,0.76,0.24,68069,0
4367,0.76,0.24,16046,0
19306,0.76,0.24,66043,0
5569,0.76,0.24,20736,0
748,0.76,0.24,3076,0
7302,0.76,0.24,27603,0
21091,0.76,0.24,72136,0
24437,0.76,0.24,85641,0
11679,0.76,0.24,43733,0
22697,0.76,0.24,77461,0
24073,0.76,0.24,83825,0
16191,0.76,0.24,56728,0
1882,0.76,0.24,6824,0
17534,0.76,0.24,61238,0
2241,0.76,0.24,8043,0
22354,0.76,0.24,76120,0
5053,0.76,0.24,18062,0
8339,0.76,0.24,30622,0
9906,0.76,0.24,37135,0
16764,0.76,0.24,58476,0
1818,0.76,0.24,6512,0
13128,0.76,0.24,48158,0
21506,0.76,0.24,73130,0
472,0.765,0.235,2135,0
21601,0.765,0.235,73628,0
20347,0.765,0.235,69025,0
5773,0.765,0.235,21778,0
22551,0.765,0.235,76828,0
338,0.765,0.235,1719,0
21467,0.765,0.235,73065,0
19027,0.765,0.235,65202,0
1787,0.765,0.235,6444,0
25560,0.765,0.235,95903,0
20436,0.765,0.235,69355,0
9247,0.765,0.235,34743,0
158,0.765,0.235,1060,0
2975,0.765,0.235,12495,0
24737,0.765,0.235,88002,0
4505,0.765,0.235,16415,0
20630,0.765,0.235,70719,0
24310,0.765,0.235,84758,0
1864,0.765,0.235,6784,0
23450,0.765,0.235,80423,0
18413,0.765,0.235,63052,0
331,0.765,0.235,1609,0
17312,0.765,0.235,60175,0
426,0.765,0.235,2025,0
6741,0.765,0.235,25427,0
5942,0.765,0.235,22815,0
3674,0.765,0.235,14215,0
14457,0.765,0.235,51576,0
22744,0.765,0.235,77578,0
8249,0.765,0.235,30340,0
2082,0.765,0.235,7646,0
17558,0.765,0.235,61275,0
3277,0.765,0.235,13126,0
7642,0.765,0.235,28539,0
22745,0.765,0.235,77580,0
1252,0.765,0.235,4673,0
11563,0.765,0.235,43341,0
16598,0.765,0.235,58051,0
12347,0.765,0.235,45810,0
22725,0.765,0.235,77523,0
26377,0.765,0.235,99174,0
9499,0.765,0.235,35756,0
14165,0.765,0.235,50567,0
2594,0.765,0.235,10970,0
10221,0.765,0.235,38230,0
6014,0.765,0.235,23050,0
14899,0.765,0.235,53532,0
20054,0.765,0.235,68413,0
12547,0.765,0.235,46501,0
18323,0.765,0.235,62915,0
7269,0.765,0.235,27530,0
5556,0.765,0.235,20692,0
24636,0.765,0.235,87506,0
25407,0.765,0.235,95391,0
16718,0.765,0.235,58382,0
7617,0.765,0.235,28480,0
2432,0.765,0.235,8805,0
825,0.765,0.235,3441,0
14309,0.765,0.235,51033,0
25001,0.765,0.235,91935,0
2452,0.765,0.235,8832,0
17427,0.765,0.235,60931,0
13721,0.765,0.235,49717,0
10701,0.765,0.235,39629,0
20754,0.765,0.235,71227,0
20590,0.765,0.235,70592,0
8904,0.77,0.23,32832,0
13886,0.77,0.23,50003,0
23798,0.77,0.23,82435,0
13773,0.77,0.23,49801,0
2185,0.77,0.23,7927,0
11280,0.77,0.23,42103,0
14954,0.77,0.23,53718,0
1842,0.77,0.23,6708,0
19577,0.77,0.23,67030,0
24795,0.77,0.23,88242,0
4685,0.77,0.23,16933,0
25139,0.77,0.23,93261,0
1984,0.77,0.23,7095,0
16925,0.77,0.23,58854,0
395,0.77,0.23,1902,0
20584,0.77,0.23,70583,0
25108,0.77,0.23,93111,0
20551,0.77,0.23,70520,0
4097,0.77,0.23,15450,0
6237,0.77,0.23,24059,0
2054,0.77,0.23,7508,0
8037,0.77,0.23,29662,0
888,0.77,0.23,3766,0
16736,0.77,0.23,58430,0
10025,0.77,0.23,37415,0
22623,0.77,0.23,77053,0
5507,0.77,0.23,20184,0
2474,0.77,0.23,8873,0
1652,0.77,0.23,6042,0
502,0.77,0.23,2215,0
1518,0.77,0.23,5495,0
1642,0.77,0.23,6026,0
22246,0.77,0.23,75801,0
7884,0.77,0.23,29223,0
22247,0.77,0.23,75803,0
9283,0.77,0.23,35013,0
3760,0.77,0.23,14585,0
8482,0.77,0.23,31084,0
15504,0.77,0.23,55115,0
24229,0.77,0.23,84620,0
5191,0.77,0.23,18473,0
26559,0.77,0.23,99752,0
21507,0.77,0.23,73131,0
21553,0.77,0.23,73526,0
26569,0.77,0.23,99762,0
16998,0.77,0.23,59106,0
5277,0.77,0.23,18923,0
9517,0.77,0.23,35805,0
913,0.77,0.23,3823,0
11890,0.77,0.23,44321,0
21516,0.77,0.23,73169,0
21898,0.77,0.23,74643,0
1573,0.77,0.23,5764,0
13946,0.77,0.23,50109,0
25726,0.77,0.23,96730,0
18171,0.77,0.23,62573,0
1680,0.77,0.23,6090,0
8027,0.77,0.23,29644,0
3392,0.77,0.23,13435,0
25346,0.77,0.23,95206,0
8868,0.77,0.23,32697,0
11324,0.77,0.23,42274,0
12192,0.77,0.23,45348,0
23160,0.77,0.23,79018,0
17137,0.77,0.23,59542,0
3594,0.77,0.23,14033,0
5380,0.77,0.23,19372,0
11463,0.77,0.23,43023,0
1719,0.77,0.23,6260,0
6057,0.77,0.23,23146,0
5607,0.77,0.23,21010,0
7036,0.77,0.23,26421,0
471,0.77,0.23,2134,0
23174,0.77,0.23,79040,0
19219,0.77,0.23,65708,0
2357,0.77,0.23,8402,0
2407,0.77,0.23,8722,0
16419,0.77,0.23,57450,0
14004,0.77,0.23,50211,0
15034,0.77,0.23,54021,0
16518,0.77,0.23,57706,0
21699,0.77,0.23,73945,0
6728,0.775,0.225,25313,0
23746,0.775,0.225,81656,0
1925,0.775,0.225,7023,0
1990,0.775,0.225,7107,0
3346,0.775,0.225,13334,0
3359,0.775,0.225,13352,0
6721,0.775,0.225,25301,0
9620,0.775,0.225,36113,0
8223,0.775,0.225,30268,0
2456,0.775,0.225,8837,0
5335,0.775,0.225,19094,0
1011,0.775,0.225,4061,0
23675,0.775,0.225,81225,0
8481,0.775,0.225,31083,0
22728,0.775,0.225,77534,0
14386,0.775,0.225,51440,0
2531,0.775,0.225,10524,0
23592,0.775,0.225,80927,0
17761,0.775,0.225,61738,0
7245,0.775,0.225,27357,0
7327,0.775,0.225,27824,0
15678,0.775,0.225,55812,0
911,0.775,0.225,3819,0
20747,0.775,0.225,71203,0
7278,0.775,0.225,27551,0
19976,0.775,0.225,68152,0
10271,0.775,0.225,38355,0
2378,0.775,0.225,8540,0
5819,0.775,0.225,21904,0
24814,0.775,0.225,88330,0
8253,0.775,0.225,30354,0
2100,0.775,0.225,7702,0
22072,0.775,0.225,75217,0
20876,0.775,0.225,71485,0
8976,0.775,0.225,33309,0
1188,0.775,0.225,4551,0
5707,0.775,0.225,21636,0
9649,0.775,0.225,36305,0
20081,0.775,0.225,68446,0
2198,0.775,0.225,7960,0
13995,0.775,0.225,50169,0
16255,0.775,0.225,57049,0
15122,0.775,0.225,54405,0
20323,0.775,0.225,68960,0
2344,0.775,0.225,8341,0
7066,0.775,0.225,26554,0
21369,0.775,0.225,72843,0
1895,0.775,0.225,6880,0
2120,0.775,0.225,7733,0
20537,0.775,0.225,70456,0
1815,0.775,0.225,6498,0
14945,0.775,0.225,53593,0
23228,0.775,0.225,79233,0
19793,0.775,0.225,67579,0
17697,0.775,0.225,61523,0
3794,0.775,0.225,14720,0
18886,0.775,0.225,64660,0
14269,0.775,0.225,50848,0
22182,0.775,0.225,75631,0
7803,0.775,0.225,29016,0
20488,0.775,0.225,70131,0
24147,0.775,0.225,84067,0
16890,0.775,0.225,58769,0
22271,0.775,0.225,75904,0
25731,0.775,0.225,96747,0
26394,0.775,0.225,99335,0
4882,0.775,0.225,17547,0
9341,0.775,0.225,35128,0
1565,0.775,0.225,5753,0
529,0.775,0.225,2445,0
12112,0.78,0.22,45153,0
5852,0.78,0.22,22438,0
20025,0.78,0.22,68358,0
17268,0.78,0.22,60033,0
3011,0.78,0.22,12553,0
1393,0.78,0.22,5040,0
5887,0.78,0.22,22611,0
25571,0.78,0.22,95923,0
24853,0.78,0.22,89011,0
16001,0.78,0.22,56363,0
23422,0.78,0.22,80018,0
25522,0.78,0.22,95662,0
7664,0.78,0.22,28582,0
626,0.78,0.22,2740,0
17906,0.78,0.22,62046,0
23180,0.78,0.22,79046,0
2023,0.78,0.22,7423,0
7251,0.78,0.22,27377,0
17054,0.78,0.22,59339,0
20692,0.78,0.22,71007,0
402,0.78,0.22,1915,0
22362,0.78,0.22,76230,0
16741,0.78,0.22,58439,0
8669,0.78,0.22,32033,0
23499,0.78,0.22,80602,0
21159,0.78,0.22,72389,0
2265,0.78,0.22,8071,0
20635,0.78,0.22,70729,0
3123,0.78,0.22,12845,0
17742,0.78,0.22,61705,0
26458,0.78,0.22,99605,0
24301,0.78,0.22,84749,0
5539,0.78,0.22,20658,0
2224,0.78,0.22,8022,0
2524,0.78,0.22,10511,0
3534,0.78,0.22,13790,0
20384,0.78,0.22,69143,0
5854,0.78,0.22,22448,0
24170,0.78,0.22,84305,0
18285,0.78,0.22,62869,0
1211,0.78,0.22,4612,0
17570,0.78,0.22,61311,0
3023,0.78,0.22,12580,0
7603,0.78,0.22,28460,0
13133,0.78,0.22,48166,0
22709,0.78,0.22,77483,0
2130,0.78,0.22,7750,0
558,0.78,0.22,2538,0
1785,0.78,0.22,6442,0
2148,0.78,0.22,7828,0
19738,0.78,0.22,67482,0
10366,0.78,0.22,38582,0
7214,0.78,0.22,27278,0
20530,0.78,0.22,70447,0
8540,0.78,0.22,31547,0
23508,0.78,0.22,80624,0
15587,0.78,0.22,55437,0
18093,0.78,0.22,62445,0
5504,0.78,0.22,20175,0
3424,0.78,0.22,13492,0
26237,0.78,0.22,98811,0
24901,0.78,0.22,89418,0
17882,0.78,0.22,62013,0
11278,0.78,0.22,42087,0
675,0.78,0.22,2842,0
1909,0.78,0.22,7004,0
8438,0.78,0.22,31024,0
328,0.78,0.22,1606,0
11302,0.78,0.22,42171,0
3972,0.78,0.22,15101,0
6729,0.78,0.22,25314,0
2875,0.78,0.22,12184,0
15306,0.78,0.22,54738,0
15392,0.78,0.22,54888,0
9385,0.78,0.22,35405,0
3656,0.78,0.22,14169,0
15464,0.78,0.22,55038,0
2396,0.78,0.22,8628,0
15913,0.78,0.22,56244,0
26292,0.78,0.22,98947,0
20492,0.78,0.22,70342,0
2690,0.78,0.22,11691,0
15460,0.78,0.22,55031,0
26062,0.785,0.215,98050,0
2063,0.785,0.215,7605,0
21948,0.785,0.215,74834,0
2580,0.785,0.215,10927,0
25527,0.785,0.215,95668,0
24671,0.785,0.215,87557,0
23485,0.785,0.215,80503,0
25174,0.785,0.215,93465,0
10999,0.785,0.215,41010,0
24172,0.785,0.215,84307,0
3260,0.785,0.215,13102,0
2284,0.785,0.215,8093,0
22669,0.785,0.215,77385,0
21651,0.785,0.215,73747,0
8300,0.785,0.215,30517,0
5639,0.785,0.215,21136,0
1639,0.785,0.215,6022,0
8779,0.785,0.215,32408,0
2831,0.785,0.215,12118,0
13986,0.785,0.215,50160,0
23525,0.785,0.215,80723,0
1793,0.785,0.215,6457,0
5615,0.785,0.215,21036,0
5647,0.785,0.215,21206,0
22035,0.785,0.215,75132,0
13573,0.785,0.215,49302,0
22036,0.785,0.215,75134,0
7290,0.785,0.215,27572,0
1939,0.785,0.215,7040,0
1870,0.785,0.215,6793,0
18415,0.785,0.215,63055,0
20246,0.785,0.215,68834,0
20418,0.785,0.215,69301,0
17388,0.785,0.215,60554,0
9406,0.785,0.215,35473,0
25253,0.785,0.215,93927,0
19031,0.785,0.215,65233,0
19036,0.785,0.215,65243,0
26177,0.785,0.215,98568,0
9791,0.785,0.215,36751,0
13947,0.785,0.215,50111,0
500,0.785,0.215,2199,0
16469,0.785,0.215,57562,0
13180,0.785,0.215,48320,0
15567,0.785,0.215,55386,0
9726,0.785,0.215,36532,0
22704,0.785,0.215,77474,0
4022,0.785,0.215,15320,0
3324,0.785,0.215,13310,0
